"","pool","veg","meanpv","n","var","se"
"1","AGBC_g_m2","salt_desert",190.2562,15,25620.9025248857,41.3286845704737
"2","BGBC_g_m2","salt_desert",255.823766666667,6,29216.5895849667,69.781312666748
"3","litterC_g_m2","salt_desert",385.679875,4,20.7025867291667,2.27500476533384
"4","orgsoilC_g_m2","salt_desert",1719.50327272727,11,1220922.71926022,333.156081256521
"5","totsoilC_g_m2","salt_desert",591.095775,24,98754.5576970411,64.1464982471897
