"","veg","meanpv","n","var","geometry","se"
"1","cheatgrass",165.612454169486,146,8109.03701808473,c(-1858232.93680917, -1821182.0850942, -1820923.70288574, -1820348.36759495, -1810893.63508171, -1810442.66055426, -1810263.64277497, -1808296.83592814, -1798074.55646941, -1786593.0916168, -1785284.80928191, -1765066.68014932, -1738096.80642746, -1726151.53649847, -1725994.82096559, 563472.069499267, 568616.703187537, 568761.223574828, 568535.85742978, 669197.597589476, 669378.711424542, 669925.093009643, 599983.456219286, 621740.013429119, 657693.104491356, 595780.123951894, 617496.023494204, 585028.262089231, 
602485.115118601, 602483.662620355),7.45260688879646
"2","sagebrush",129.713844697466,40,9477.76377874174,list(),15.3929884839996
"3","sagecheat",144.666834022232,69,8235.64129209251,c(-1820561.68658578, -1812818.82989453, -1808296.83592814, -1798074.55646941, -1785284.80928191, -1738096.80642746, -1737751.20644908, -1721460.6080553, 563601.573278247, 679548.839896259, 599983.456219286, 621740.013429119, 595780.123951894, 585028.262089231, 590295.137009224, 604349.311650521),10.9250684288591
"4","salt_desert",59.1095775,24,987.545576970411,c(-1858232.93680917, 563472.069499267),6.41464982471897
