"","pool","veg","meanpv","n","var","se"
"1","orgsoilC_g_m2","sagebrush",1126.38461538462,39,645366.864625506,128.638518040791
"2","orgsoilC_g_m2","sagecheat",898.425,54,254741.949127359,68.6836479983299
"3","orgsoilC_g_m2","cheatgrass",1420.10647443163,7,307279.454947784,209.516264267337
