"","site","yr_samp","BD_g_cm3","topdepth_cm","bottomdepth_cm","BD_estimated","veg","study","lat","long","thick","Article_ID","pool","pool_value","Study_ID"
"1048",NA,"2000",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","AGBC_g_m2",NA,1479
"1049",NA,"2000",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","AGBC_g_m2",NA,1479
"1050",NA,"2000",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","AGBC_g_m2",NA,1479
"1051",NA,"2000",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","AGBC_g_m2",NA,1479
"1052",NA,"2000",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","AGBC_g_m2",NA,1479
"1053",NA,"2000",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","AGBC_g_m2",NA,1479
"1054",NA,"2000",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","AGBC_g_m2",NA,1479
"1055",NA,"2000",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","AGBC_g_m2",NA,1479
"1056",NA,"2000",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","AGBC_g_m2",NA,1479
"1057",NA,"2000",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","AGBC_g_m2",NA,1479
"1058",NA,"2000",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","AGBC_g_m2",NA,1479
"1059",NA,"2000",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","AGBC_g_m2",NA,1479
"1060",NA,"2000",1.422,0,10,"yes","cheatgrass","Norton et al. 2012",40.33333333,-112.56666667,10,"NORT2012","AGBC_g_m2",NA,1479
"1061",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",48.103235862069,1
"1062",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",27.4205502298851,1
"1063",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",41.8344631034483,1
"1064",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",28.358733908046,1
"1065",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",24.7339333333333,1
"1066",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",70.1079075862069,1
"1067",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",66.3125281609195,1
"1068",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",45.9283555172414,1
"1069",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",59.1055717241379,1
"1070",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",47.4209204597701,1
"1071",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",42.9005809195402,1
"1072",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",56.1630865517241,1
"1073",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",19.7871466666667,1
"1074",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",56.4615995402299,1
"1075",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",28.8278257471264,1
"1076",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",25.5868275862069,1
"1077",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",15.2668071264368,1
"1078",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",10.2347310344828,1
"1079",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",107.166162873563,1
"1080",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",67.5065801149425,1
"1081",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",36.8450317241379,1
"1082",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",21.194422183908,1
"1083",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",56.6748231034483,1
"1084",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",28.4440233333333,1
"1085",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",35.3951114942529,1
"1086",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",33.2202311494253,1
"1087",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",53.7749826436782,1
"1088",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",81.4514011494253,1
"1089",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",44.7343035632184,1
"1090",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",10.9170464367816,1
"1091",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",88.8289364367816,1
"1092",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",104.138388275862,1
"1093",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",66.8242647126437,1
"1094",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",58.2526774712644,1
"1095",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",115.311302988506,1
"1096",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",24.6912886206897,1
"1097",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",40.7683452873563,1
"1098",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",21.4076457471264,1
"1099",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",15.1815177011494,1
"1100",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",21.194422183908,1
"1101",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",32.2820474712644,1
"1102",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",16.6740826436782,1
"1103",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",61.9201227586207,1
"1104",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",11.5993618390805,1
"1105",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",15.7358989655172,1
"1106",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",21.5782245977012,1
"1107",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",28.358733908046,1
"1108",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",32.5805604597701,1
"1109",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",29.2969175862069,1
"1110",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",25.5015381609195,1
"1111",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",9.89357333333333,1
"1112",NA,"2013",NA,NA,NA,NA,"cheatgrass","Anderson et al. 2018",43.28333333,-116.2,NA,"ANDE2018","AGBC_g_m2",12.2816772413793,1
"1113",NA,"1988",0.93,0,5,"no","cheatgrass","Boulton et al. 1993",46.455551,-119.615134,5,"BOUL1993","AGBC_g_m2",NA,225
"1114",NA,"1988",1.32,5,15,"no","cheatgrass","Boulton et al. 1993",46.455551,-119.615134,10,"BOUL1993","AGBC_g_m2",NA,232
"1115",NA,"1988",1.31,0,5,"no","sagebrush","Boulton et al. 1993",46.455551,-119.615134,5,"BOUL1993","AGBC_g_m2",NA,239
"1116",NA,"1988",1.32,5,15,"no","sagebrush","Boulton et al. 1993",46.455551,-119.615134,10,"BOUL1993","AGBC_g_m2",NA,246
"1117","Curlew Valley","1999",NA,0,10,"no","cheatgrass","Gill and Burke 1999",41.8667,-113.0833,10,"GILL1999","AGBC_g_m2",NA,421
"1118","Curlew Valley","1999",NA,10,20,"no","cheatgrass","Gill and Burke 1999",41.8667,-113.0833,10,"GILL1999","AGBC_g_m2",NA,428
"1119","Curlew Valley","1999",NA,20,30,"no","cheatgrass","Gill and Burke 1999",41.8667,-113.0833,10,"GILL1999","AGBC_g_m2",NA,435
"1120","Curlew Valley","1999",NA,30,40,"no","cheatgrass","Gill and Burke 1999",41.8667,-113.0833,10,"GILL1999","AGBC_g_m2",NA,442
"1121","Curlew Valley","1999",NA,40,50,"no","cheatgrass","Gill and Burke 1999",41.8667,-113.0833,10,"GILL1999","AGBC_g_m2",NA,449
"1122","Curlew Valley","1999",NA,70,80,"no","cheatgrass","Gill and Burke 1999",41.8667,-113.0833,10,"GILL1999","AGBC_g_m2",NA,456
"1123","Curlew Valley","1999",NA,90,100,"no","cheatgrass","Gill and Burke 1999",41.8667,-113.0833,10,"GILL1999","AGBC_g_m2",NA,463
"1124","Curlew Valley","1999",NA,0,10,"no","salt_desert","Gill and Burke 1999",41.8667,-113.0833,10,"GILL1999","AGBC_g_m2",NA,470
"1125","Curlew Valley","1999",NA,10,20,"no","salt_desert","Gill and Burke 1999",41.8667,-113.0833,10,"GILL1999","AGBC_g_m2",NA,477
"1126","Curlew Valley","1999",NA,20,30,"no","salt_desert","Gill and Burke 1999",41.8667,-113.0833,10,"GILL1999","AGBC_g_m2",NA,484
"1127","Curlew Valley","1999",NA,30,40,"no","salt_desert","Gill and Burke 1999",41.8667,-113.0833,10,"GILL1999","AGBC_g_m2",NA,491
"1128","Curlew Valley","1999",NA,40,50,"no","salt_desert","Gill and Burke 1999",41.8667,-113.0833,10,"GILL1999","AGBC_g_m2",NA,498
"1129","Curlew Valley","1999",NA,70,80,"no","salt_desert","Gill and Burke 1999",41.8667,-113.0833,10,"GILL1999","AGBC_g_m2",NA,505
"1130","Curlew Valley","1999",NA,90,100,"no","salt_desert","Gill and Burke 1999",41.8667,-113.0833,10,"GILL1999","AGBC_g_m2",NA,512
"1131","Rush Valley","2001-2002",NA,0,100,"no","cheatgrass","Hooker et al. 2008",40.2833,-112.4667,100,"HOOK2008","AGBC_g_m2",120,547
"1132","Rush Valley","2001-2002",NA,0,100,"no","sagebrush","Hooker et al. 2008",40.2833,-112.4667,100,"HOOK2008","AGBC_g_m2",380,554
"1133","NGB","2005",NA,NA,NA,NA,"cheatgrass","Diamond et al. 2012",41.8647,-117.655,NA,"DIAM2012","AGBC_g_m2",52.0691787,372
"1134","NGNB","2005",NA,NA,NA,NA,"cheatgrass","Diamond et al. 2012",41.8647,-117.655,NA,"DIAM2012","AGBC_g_m2",53.7749667,379
"1135","NGNB","2006",NA,NA,NA,NA,"cheatgrass","Diamond et al. 2012",41.8647,-117.655,NA,"DIAM2012","AGBC_g_m2",26.2691352,380
"1136","NGNB","2007",NA,NA,NA,NA,"cheatgrass","Diamond et al. 2012",41.8647,-117.655,NA,"DIAM2012","AGBC_g_m2",8.6142294,381
"1137","Eden Valley, NV","2008",NA,0,20,"yes","sagebrush","Johnson et al. 2011",41.3843,-117.3021,20,"JOHN2011","AGBC_g_m2",NA,568
"1138","Eden Valley, NV","2008",NA,0,20,"yes","cheatgrass","Johnson et al. 2011",41.3843,-117.3021,20,"JOHN2011","AGBC_g_m2",NA,561
"1139","Curlew Valley","1968-1970",NA,0,2,"yes","salt_desert","Bjerregaard et al. 1984",41.87,-113.08,2,"BJER1984","AGBC_g_m2",NA,22
"1140","Curlew Valley","1968-1970",NA,2,30,"yes","salt_desert","Bjerregaard et al. 1984",41.87,-113.08,28,"BJER1984","AGBC_g_m2",NA,29
"1141","Curlew Valley","1968-1970",NA,30,60,"yes","salt_desert","Bjerregaard et al. 1984",41.87,-113.08,30,"BJER1984","AGBC_g_m2",NA,36
"1142","Curlew Valley","1968-1970",NA,60,90,"yes","salt_desert","Bjerregaard et al. 1984",41.87,-113.08,30,"BJER1984","AGBC_g_m2",NA,43
"1143","Curlew Valley","1968-1970",NA,NA,NA,NA,"salt_desert","Bjerregaard et al. 1984",41.87,-113.08,NA,"BJER1984","AGBC_g_m2",189.318,50
"1144","Northern Great Basin Experimental Basin","2005-2007",NA,NA,NA,NA,"cheatgrass","Davies et al. 2009",43.48333333,-119.7166667,NA,"DAVI2009","AGBC_g_m2",255.441828735632,365
"1145","grazed site","1960-1961",NA,NA,NA,NA,"sagebrush","Pearson 1965",43.8,-119.9,NA,"PEAR1965","AGBC_g_m2",115.65,1506
"1146","ungrazed site","1960-1961",NA,NA,NA,NA,"sagebrush","Pearson 1965",43.8,-119.9,NA,"PEAR1965","AGBC_g_m2",167.58,1513
"1147","Hanford, high elevation","1969",NA,NA,NA,NA,"cheatgrass","Rickard 1985b",46.5,-119.5,NA,"RICK1985b","AGBC_g_m2",NA,1835
"1148","Hanford, low elevation","1969",NA,NA,NA,NA,"cheatgrass","Rickard 1985b",46.5,-119.5,NA,"RICK1985b","AGBC_g_m2",NA,1842
"1149","Site 1","1993",NA,NA,NA,NA,"cheatgrass","Svejcar and Sheley 2001",45.916,-119.45,NA,"SVEJ2001","AGBC_g_m2",21.74,1982
"1150","Site 1","1993",NA,NA,NA,NA,"sagebrush","Svejcar and Sheley 2001",45.916,-119.45,NA,"SVEJ2001","AGBC_g_m2",13.94,1996
"1151","Site 1","1994",NA,NA,NA,NA,"cheatgrass","Svejcar and Sheley 2001",45.916,-119.45,NA,"SVEJ2001","AGBC_g_m2",13.8,1983
"1152","Site 1","1994",NA,NA,NA,NA,"sagebrush","Svejcar and Sheley 2001",45.916,-119.45,NA,"SVEJ2001","AGBC_g_m2",10.67,1997
"1153","Site 2","1993",NA,NA,NA,NA,"cheatgrass","Svejcar and Sheley 2001",46.05,-119.43,NA,"SVEJ2001","AGBC_g_m2",16.9,2010
"1154","Site 2","1993",NA,NA,NA,NA,"sagebrush","Svejcar and Sheley 2001",46.05,-119.43,NA,"SVEJ2001","AGBC_g_m2",26.12,2024
"1155","Site 2","1994",NA,NA,NA,NA,"cheatgrass","Svejcar and Sheley 2001",46.05,-119.43,NA,"SVEJ2001","AGBC_g_m2",13.8,2011
"1156","Site 2","1994",NA,NA,NA,NA,"sagebrush","Svejcar and Sheley 2001",46.05,-119.43,NA,"SVEJ2001","AGBC_g_m2",28.26,2025
"1157","Site 3","1993",NA,NA,NA,NA,"cheatgrass","Svejcar and Sheley 2001",46.1,-119.36,NA,"SVEJ2001","AGBC_g_m2",14.69,2038
"1158","Site 3","1993",NA,NA,NA,NA,"sagebrush","Svejcar and Sheley 2001",46.1,-119.36,NA,"SVEJ2001","AGBC_g_m2",19,2052
"1159","Site 3","1994",NA,NA,NA,NA,"cheatgrass","Svejcar and Sheley 2001",46.1,-119.36,NA,"SVEJ2001","AGBC_g_m2",11.34,2039
"1160","Site 3","1994",NA,NA,NA,NA,"sagebrush","Svejcar and Sheley 2001",46.1,-119.36,NA,"SVEJ2001","AGBC_g_m2",13.19,2053
"1161",NA,"1968",NA,NA,NA,NA,"salt_desert","West 1972",43.52,-112.05,NA,"WEST1972","AGBC_g_m2",365,2143
"1162",NA,"1969",NA,NA,NA,NA,"salt_desert","West 1972",43.52,-112.05,NA,"WEST1972","AGBC_g_m2",384.8,2144
"1163",NA,"1970",NA,NA,NA,NA,"salt_desert","West 1972",43.52,-112.05,NA,"WEST1972","AGBC_g_m2",365.6,2145
"1164",NA,"1968",NA,NA,NA,NA,"sagebrush","West 1972",43.52,-112.05,NA,"WEST1972","AGBC_g_m2",1064,2136
"1165","ISU Barton","2003",NA,0,5,"yes","sagebrush","Bechtold and Inouye 2007",42.853,-112.402,5,"BECH2007","AGBC_g_m2",NA,8
"1166","ISU Barton","2003",NA,5,10,"yes","sagebrush","Bechtold and Inouye 2007",42.853,-112.402,5,"BECH2007","AGBC_g_m2",NA,15
"1167","NGBER","2003",NA,0,15,"yes","sagebrush","Davies et al. 2007",43.786,-119.9,15,"DAVI2007","AGBC_g_m2",NA,351
"1168","NGBER","2004",NA,0,15,"yes","sagebrush","Davies et al. 2007",43.786,-119.9,15,"DAVI2007","AGBC_g_m2",NA,352
"1169","G2","1994",NA,NA,NA,NA,"sagebrush","Driese and Reiners 1997",41.654,-105.556,NA,"DRIE1997","AGBC_g_m2",209.52,400
"1170","G1","1994",NA,NA,NA,NA,"salt-desert","Driese and Reiners 1997",41.997,-107.404,NA,"DRIE1997","AGBC_g_m2",14.265,407
"1171","hanford","1971-1974",NA,NA,NA,NA,"sagebrush","Rickard 1985a",46.551311,-119.489017,NA,"RICK1985b","AGBC_g_m2",NA,1807
"1172","hanford","1972",NA,NA,NA,NA,"sagebrush","Rickard 1985a",46.551311,-119.489017,NA,"RICK1985b","AGBC_g_m2",NA,1808
"1173","hanford","1972",NA,NA,NA,NA,"sagebrush","Rickard 1985a",46.551311,-119.489017,NA,"RICK1985b","AGBC_g_m2",NA,1808
"1174","hanford","1973",NA,NA,NA,NA,"sagebrush","Rickard 1985a",46.551311,-119.489017,NA,"RICK1985b","AGBC_g_m2",NA,1809
"1175","hanford","1973",NA,NA,NA,NA,"sagebrush","Rickard 1985a",46.551311,-119.489017,NA,"RICK1985b","AGBC_g_m2",NA,1809
"1176","hanford","1974",NA,NA,NA,NA,"sagebrush","Rickard 1985a",46.551311,-119.489017,NA,"RICK1985b","AGBC_g_m2",NA,1810
"1177","hanford","1974",NA,NA,NA,NA,"sagebrush","Rickard 1985a",46.551311,-119.489017,NA,"RICK1985b","AGBC_g_m2",NA,1810
"1178","GM","2003",NA,0,15,"no","sagebrush","Shrestha and Stahl 2008",42.74,-108.04,15,"SHRE2008","AGBC_g_m2",NA,1856
"1179","GM","2003",NA,0,15,"no","sagebrush","Shrestha and Stahl 2008",42.74,-108.04,15,"SHRE2008","AGBC_g_m2",NA,1856
"1180","UGD","2003",NA,0,15,"no","sagebrush","Shrestha and Stahl 2008",42.74,-108.04,15,"SHRE2008","AGBC_g_m2",NA,1877
"1181","UGD","2003",NA,0,15,"no","sagebrush","Shrestha and Stahl 2008",42.74,-108.04,15,"SHRE2008","AGBC_g_m2",NA,1877
"1182","Shon 8","2003",NA,0,15,"no","sagebrush","Shrestha and Stahl 2008",42.74,-108.04,15,"SHRE2008","AGBC_g_m2",NA,1863
"1183","Shon 8","2003",NA,0,15,"no","sagebrush","Shrestha and Stahl 2008",42.74,-108.04,15,"SHRE2008","AGBC_g_m2",NA,1863
"1184","Shon 9","2003",NA,0,15,"no","sagebrush","Shrestha and Stahl 2008",42.74,-108.04,15,"SHRE2008","AGBC_g_m2",NA,1870
"1185","Shon 9","2003",NA,0,15,"no","sagebrush","Shrestha and Stahl 2008",42.74,-108.04,15,"SHRE2008","AGBC_g_m2",NA,1870
"1186","S-2","2002",1.2,0,16,"other","sagebrush","Van Miegrot et al. 2005",41.897762,-111.508399,16,"VAN2005","AGBC_g_m2",NA,2066
"1187","S-2","2002",1.3,16,31,"other","sagebrush","Van Miegrot et al. 2005",41.897762,-111.508399,15,"VAN2005","AGBC_g_m2",NA,2073
"1188","S-2","2002",1.5,31,42,"other","sagebrush","Van Miegrot et al. 2005",41.897762,-111.508399,11,"VAN2005","AGBC_g_m2",NA,2080
"1189","S-2","2002",1.4,42,61,"other","sagebrush","Van Miegrot et al. 2005",41.897762,-111.508399,19,"VAN2005","AGBC_g_m2",NA,2087
"1190","S-2","2002",1.5,61,82,"other","sagebrush","Van Miegrot et al. 2005",41.897762,-111.508399,21,"VAN2005","AGBC_g_m2",NA,2094
"1191","S-2","2002",1.5,82,129,"other","sagebrush","Van Miegrot et al. 2005",41.897762,-111.508399,47,"VAN2005","AGBC_g_m2",NA,2101
"1192","Rush Valley","1999",NA,0,10,"yes","cheatgrass","Saetre and Stark 2005",40.28333333,-112.4666667,10,"SAET2005","AGBC_g_m2",NA,1849
"1193","expansion","2005",NA,NA,NA,NA,"sagebrush","Cleary et al. 2010",41.36358,-107.355,NA,"CLEA2010","AGBC_g_m2",141,344
"1194","mature","2005",NA,NA,NA,NA,"sagebrush","Cleary et al. 2010",41.33139,-107.4011,NA,"CLEA2010","AGBC_g_m2",310,337
"1195","expansion","2005",NA,NA,NA,NA,"sagebrush","Cleary et al. 2010",41.36358,-107.355,NA,"CLEA2010","AGBC_g_m2",NA,344
"1196","mature","2005",NA,NA,NA,NA,"sagebrush","Cleary et al. 2010",41.33139,-107.4011,NA,"CLEA2010","AGBC_g_m2",NA,337
"1197","expansion","2005",NA,NA,NA,NA,"sagebrush","Cleary et al. 2010",41.36358,-107.355,NA,"CLEA2010","AGBC_g_m2",NA,344
"1198","mature","2005",NA,NA,NA,NA,"sagebrush","Cleary et al. 2010",41.33139,-107.4011,NA,"CLEA2010","AGBC_g_m2",NA,337
"1199","undisturbed","2009",NA,0,5,"yes","sagebrush","Gasch et al. 2015",41.68809,-107.9734,5,"GASC2015","AGBC_g_m2",NA,414
"1200","ambient","2014",NA,NA,NA,NA,"sagebrush","McAbee et al. 2017",43.602,-112.904,NA,"MCAB2017","AGBC_g_m2",142.5,981
"1201","ambient","2014",NA,NA,NA,NA,"sagebrush","McAbee et al. 2017",43.602,-112.904,NA,"MCAB2017","AGBC_g_m2",NA,981
"1202","ambient","2009",NA,10,15,"yes","sagebrush","Sorensen et al. 2013",43,-112,5,"SORE2013","AGBC_g_m2",NA,1884
"1203","ambient","2009",NA,95,100,"yes","sagebrush","Sorensen et al. 2013",43,-112,5,"SORE2013","AGBC_g_m2",NA,1891
"1204","ambient","2009",NA,10,15,"yes","sagebrush","Sorensen et al. 2013",43,-112,5,"SORE2013","AGBC_g_m2",NA,1884
"1205","ambient","2009",NA,95,100,"yes","sagebrush","Sorensen et al. 2013",43,-112,5,"SORE2013","AGBC_g_m2",NA,1891
"1206","E","2008",1.11,0,5,"no","cheatgrass","Jones et al. 2015",41.229507,-117.4019367,5,"JONE2015","BGBC_g_m2",NA,578
"1207","E","2008",1.11,0,5,"no","cheatgrass","Jones et al. 2015",41.229507,-117.4019367,5,"JONE2015","BGBC_g_m2",NA,578
"1208","E","2008",1.11,0,5,"no","cheatgrass","Jones et al. 2015",41.229507,-117.4019367,5,"JONE2015","BGBC_g_m2",NA,578
"1209","E","2008",1.11,0,5,"no","cheatgrass","Jones et al. 2015",41.229507,-117.4019367,5,"JONE2015","BGBC_g_m2",NA,578
"1210","E","2008",1.11,0,5,"no","cheatgrass","Jones et al. 2015",41.229507,-117.4019367,5,"JONE2015","BGBC_g_m2",NA,578
"1211","E","2008",1.11,0,5,"no","cheatgrass","Jones et al. 2015",41.229507,-117.4019367,5,"JONE2015","BGBC_g_m2",NA,578
"1212","E","2008",1.11,0,5,"no","cheatgrass","Jones et al. 2015",41.229507,-117.4019367,5,"JONE2015","BGBC_g_m2",NA,578
"1213","E","2008",1.11,0,5,"no","cheatgrass","Jones et al. 2015",41.229507,-117.4019367,5,"JONE2015","BGBC_g_m2",NA,578
"1214","E","2008",1.11,0,5,"no","cheatgrass","Jones et al. 2015",41.229507,-117.4019367,5,"JONE2015","BGBC_g_m2",NA,578
"1215","E","2008",1.11,0,5,"no","cheatgrass","Jones et al. 2015",41.229507,-117.4019367,5,"JONE2015","BGBC_g_m2",NA,578
"1216","E","2008",1.11,0,5,"no","cheatgrass","Jones et al. 2015",41.229507,-117.4019367,5,"JONE2015","BGBC_g_m2",NA,578
"1217","E","2008",1.11,0,5,"no","cheatgrass","Jones et al. 2015",41.229507,-117.4019367,5,"JONE2015","BGBC_g_m2",NA,578
"1218","O","2008",1.94,0,5,"no","cheatgrass","Jones et al. 2015",41.536094,-117.7637079,5,"JONE2015","BGBC_g_m2",NA,613
"1219","O","2008",1.94,0,5,"no","cheatgrass","Jones et al. 2015",41.536094,-117.7637079,5,"JONE2015","BGBC_g_m2",NA,613
"1220","O","2008",1.94,0,5,"no","cheatgrass","Jones et al. 2015",41.536094,-117.7637079,5,"JONE2015","BGBC_g_m2",NA,613
"1221","O","2008",1.94,0,5,"no","cheatgrass","Jones et al. 2015",41.536094,-117.7637079,5,"JONE2015","BGBC_g_m2",NA,613
"1222","O","2008",1.94,0,5,"no","cheatgrass","Jones et al. 2015",41.536094,-117.7637079,5,"JONE2015","BGBC_g_m2",NA,613
