"","site","yr_samp","BD_g_cm3","topdepth_cm","bottomdepth_cm","BD_estimated","veg","study","lat","long","thick","Article_ID","pool","pool_value","Study_ID"
"7509","CK","2001",1.337687911,24,36,"no","sagecheat","Norton et al. 2004",42.162137,-113.432503,12,"NORT2004","orgsoilC_g_m2",1776.766722,1341
"7510","CK","2001",1.46204436,36,60,"no","sagecheat","Norton et al. 2004",42.162137,-113.432503,24,"NORT2004","orgsoilC_g_m2",1551.060593,1362
"7511","CK","2001",1.280434828,60,89,"no","sagecheat","Norton et al. 2004",42.162137,-113.432503,29,"NORT2004","orgsoilC_g_m2",1122.9507,1376
"7512","CK","2001",1.280434828,89,110,"yes","sagecheat","Norton et al. 2004",42.162137,-113.432503,21,"NORT2004","orgsoilC_g_m2",380.5512992,1390
"7513","FM","2001",1.066397485,0,7,"no","sagecheat","Norton et al. 2004",39.421849,-111.55894,7,"NORT2004","orgsoilC_g_m2",2810.095378,991
"7514","FM","2001",1.22302832,7,23,"no","sagecheat","Norton et al. 2004",39.421849,-111.55894,16,"NORT2004","orgsoilC_g_m2",3325.408052,1005
"7515","FM","2001",1.306976794,23,35,"no","sagecheat","Norton et al. 2004",39.421849,-111.55894,12,"NORT2004","orgsoilC_g_m2",2892.286217,1019
"7516","FM","2001",1.298800593,35,150,"no","sagecheat","Norton et al. 2004",39.421849,-111.55894,115,"NORT2004","orgsoilC_g_m2",9869.56541,1047
"7517","FM","2001",1.272959095,150,155,"no","sagecheat","Norton et al. 2004",39.421849,-111.55894,5,"NORT2004","orgsoilC_g_m2",266.0135302,1054
"7518","FM","2001",1.461282475,0,9,"no","sagecheat","Norton et al. 2004",39.421849,-111.55894,9,"NORT2004","orgsoilC_g_m2",3606.491586,998
"7519","FM","2001",1.464277376,9,24,"no","sagecheat","Norton et al. 2004",39.421849,-111.55894,15,"NORT2004","orgsoilC_g_m2",4374.669506,1012
"7520","FM","2001",1.341079893,24,38,"no","sagecheat","Norton et al. 2004",39.421849,-111.55894,14,"NORT2004","orgsoilC_g_m2",2974.658547,1026
"7521","FM","2001",1.516359893,38,72,"no","sagecheat","Norton et al. 2004",39.421849,-111.55894,34,"NORT2004","orgsoilC_g_m2",8864.000777,1033
"7522","FM","2001",1.347741827,72,103,"no","sagecheat","Norton et al. 2004",39.421849,-111.55894,31,"NORT2004","orgsoilC_g_m2",6939.963956,1040
"7523","FM","2001",1.333828502,103,160,"no","sagecheat","Norton et al. 2004",39.421849,-111.55894,57,"NORT2004","orgsoilC_g_m2",10933.205,1061
"7524","HB","2001",1.558570432,0,6,"no","sagecheat","Norton et al. 2004",42.5026882,-113.3938899,6,"NORT2004","orgsoilC_g_m2",695.3117363,1404
"7525","HB","2001",1.511906954,6,14.5,"no","sagecheat","Norton et al. 2004",42.5026882,-113.3938899,8.5,"NORT2004","orgsoilC_g_m2",277.2652015,1411
"7526","HB","2001",1.278248867,14.5,33,"no","sagecheat","Norton et al. 2004",42.5026882,-113.3938899,18.5,"NORT2004","orgsoilC_g_m2",1686.67056,1425
"7527","HB","2001",1.275453682,33,55,"no","sagecheat","Norton et al. 2004",42.5026882,-113.3938899,22,"NORT2004","orgsoilC_g_m2",352.1844083,1439
"7528","HB","2001",1.302641353,55,71,"no","sagecheat","Norton et al. 2004",42.5026882,-113.3938899,16,"NORT2004","orgsoilC_g_m2",646.4420092,1446
"7529","HB","2001",1.302641353,71,99,"yes","sagecheat","Norton et al. 2004",42.5026882,-113.3938899,28,"NORT2004","orgsoilC_g_m2",759.9461488,1460
"7530","HB","2001",1.838415918,0,6,"no","sagecheat","Norton et al. 2004",42.5026882,-113.3938899,6,"NORT2004","orgsoilC_g_m2",1574.916127,1404
"7531","HB","2001",1.468685332,6,25,"no","sagecheat","Norton et al. 2004",42.5026882,-113.3938899,19,"NORT2004","orgsoilC_g_m2",955.7482924,1418
"7532","HB","2001",1.68807721,25,35,"no","sagecheat","Norton et al. 2004",42.5026882,-113.3938899,10,"NORT2004","orgsoilC_g_m2",770.5270494,1432
"7533","HB","2001",1.152667381,35,75,"no","sagecheat","Norton et al. 2004",42.5026882,-113.3938899,40,"NORT2004","orgsoilC_g_m2",2489.005017,1453
"7534","HU","2001",1.379837642,0,6,"no","sagecheat","Norton et al. 2004",41.462043,-113.157667,6,"NORT2004","orgsoilC_g_m2",1694.747775,1075
"7535","HU","2001",1.307885368,6,8,"no","sagecheat","Norton et al. 2004",41.462043,-113.157667,2,"NORT2004","orgsoilC_g_m2",220.4092946,1082
"7536","HU","2001",1.402256092,8,27,"no","sagecheat","Norton et al. 2004",41.462043,-113.157667,19,"NORT2004","orgsoilC_g_m2",104.7860398,1089
"7537","HU","2001",1.402256092,27,44,"no","sagecheat","Norton et al. 2004",41.462043,-113.157667,17,"NORT2004","orgsoilC_g_m2",93.75593035,1103
"7538","HU","2001",1.41310802,44,53,"no","sagecheat","Norton et al. 2004",41.462043,-113.157667,9,"NORT2004","orgsoilC_g_m2",990.401565,1110
"7539","HU","2001",1.443374326,53,65,"yes","sagecheat","Norton et al. 2004",41.462043,-113.157667,12,"NORT2004","orgsoilC_g_m2",239.1888753,1124
"7540","HU","2001",1.473640633,65,94,"no","sagecheat","Norton et al. 2004",41.462043,-113.157667,29,"NORT2004","orgsoilC_g_m2",3116.801177,1138
"7541","HU","2001",1.592255771,94,150,"no","sagecheat","Norton et al. 2004",41.462043,-113.157667,56,"NORT2004","orgsoilC_g_m2",2170.373546,1152
"7542","HU","2001",1.439959263,0,5,"no","sagecheat","Norton et al. 2004",41.462043,-113.157667,5,"NORT2004","orgsoilC_g_m2",2092.399449,1068
"7543","HU","2001",1.406176661,5,33,"no","sagecheat","Norton et al. 2004",41.462043,-113.157667,28,"NORT2004","orgsoilC_g_m2",1042.113431,1096
"7544","HU","2001",1.415058318,33,55,"no","sagecheat","Norton et al. 2004",41.462043,-113.157667,22,"NORT2004","orgsoilC_g_m2",2086.732564,1117
"7545","HU","2001",1.799577489,55,75,"no","sagecheat","Norton et al. 2004",41.462043,-113.157667,20,"NORT2004","orgsoilC_g_m2",1780.746929,1131
"7546","HU","2001",1.7238457,75,94,"no","sagecheat","Norton et al. 2004",41.462043,-113.157667,19,"NORT2004","orgsoilC_g_m2",2036.815468,1138
"7547","HU","2001",1.741381281,94,110,"no","sagecheat","Norton et al. 2004",41.462043,-113.157667,16,"NORT2004","orgsoilC_g_m2",2545.813844,1145
"7548","JC","2001",1.147207328,0,5,"no","sagecheat","Norton et al. 2004",41.892425,-112.2155141,5,"NORT2004","orgsoilC_g_m2",1595.243935,1159
"7549","JC","2001",1.277810179,5,20,"no","sagecheat","Norton et al. 2004",41.892425,-112.2155141,15,"NORT2004","orgsoilC_g_m2",2899.629159,1166
"7550","JC","2001",1.188934588,20,30,"no","sagecheat","Norton et al. 2004",41.892425,-112.2155141,10,"NORT2004","orgsoilC_g_m2",1923.475626,1173
"7551","JC","2001",1.188934588,30,40,"yes","sagecheat","Norton et al. 2004",41.892425,-112.2155141,10,"NORT2004","orgsoilC_g_m2",249.6762634,1180
"7552","JC","2001",1.345096188,0,5,"no","sagecheat","Norton et al. 2004",41.892425,-112.2155141,5,"NORT2004","orgsoilC_g_m2",1780.7118,1159
"7553","JC","2001",1.289367771,5,20,"no","sagecheat","Norton et al. 2004",41.892425,-112.2155141,15,"NORT2004","orgsoilC_g_m2",3280.135166,1166
"7554","JC","2001",1.289367771,20,40,"yes","sagecheat","Norton et al. 2004",41.892425,-112.2155141,20,"NORT2004","orgsoilC_g_m2",618.89653,1180
"7555",NA,"2008-2009",1.36,0,10,"no","cheatgrass","Stark et al. 2015",39.90333333,-108.40083333,10,"STAR2015","orgsoilC_g_m2",1867.28,1901
"7556",NA,"2008-2009",1.35,10,20,"no","cheatgrass","Stark et al. 2015",39.90333333,-108.40083333,10,"STAR2015","orgsoilC_g_m2",1490.4,1908
"7557",NA,"2008-2009",1.455,20,40,"no","cheatgrass","Stark et al. 2015",39.90333333,-108.40083333,20,"STAR2015","orgsoilC_g_m2",2031.18,1915
"7558",NA,"2008-2009",1.57,40,60,"no","cheatgrass","Stark et al. 2015",39.90333333,-108.40083333,20,"STAR2015","orgsoilC_g_m2",1683.04,1922
"7559",NA,"2008-2009",1.36,0,10,"no","cheatgrass","Stark et al. 2015",39.90333333,-108.40083333,10,"STAR2015","orgsoilC_g_m2",1705.44,1901
"7560",NA,"2008-2009",1.35,10,20,"no","cheatgrass","Stark et al. 2015",39.90333333,-108.40083333,10,"STAR2015","orgsoilC_g_m2",1144.8,1908
"7561",NA,"2008-2009",1.455,20,40,"no","cheatgrass","Stark et al. 2015",39.90333333,-108.40083333,20,"STAR2015","orgsoilC_g_m2",2115.57,1915
"7562",NA,"2008-2009",1.57,40,60,"no","cheatgrass","Stark et al. 2015",39.90333333,-108.40083333,20,"STAR2015","orgsoilC_g_m2",1698.74,1922
"7563",NA,"2008-2009",1.36,0,10,"no","cheatgrass","Stark et al. 2015",39.90333333,-108.40083333,10,"STAR2015","orgsoilC_g_m2",995.52,1901
"7564",NA,"2008-2009",1.35,10,20,"no","cheatgrass","Stark et al. 2015",39.90333333,-108.40083333,10,"STAR2015","orgsoilC_g_m2",1028.7,1908
"7565",NA,"2008-2009",1.455,20,40,"no","cheatgrass","Stark et al. 2015",39.90333333,-108.40083333,20,"STAR2015","orgsoilC_g_m2",2031.18,1915
"7566",NA,"2008-2009",1.57,40,60,"no","cheatgrass","Stark et al. 2015",39.90333333,-108.40083333,20,"STAR2015","orgsoilC_g_m2",1748.98,1922
"7567",NA,"2008-2009",1.36,0,10,"no","cheatgrass","Stark et al. 2015",39.90333333,-108.40083333,10,"STAR2015","orgsoilC_g_m2",2120.24,1901
"7568",NA,"2008-2009",1.35,10,20,"no","cheatgrass","Stark et al. 2015",39.90333333,-108.40083333,10,"STAR2015","orgsoilC_g_m2",1698.3,1908
"7569",NA,"2008-2009",1.455,20,40,"no","cheatgrass","Stark et al. 2015",39.90333333,-108.40083333,20,"STAR2015","orgsoilC_g_m2",2584.08,1915
"7570",NA,"2008-2009",1.57,40,60,"no","cheatgrass","Stark et al. 2015",39.90333333,-108.40083333,20,"STAR2015","orgsoilC_g_m2",2376.98,1922
"7571",NA,"2008-2009",1.36,0,10,"no","sagebrush","Stark et al. 2015",39.90333333,-108.40083333,10,"STAR2015","orgsoilC_g_m2",1701.36,1929
"7572",NA,"2008-2009",1.35,10,20,"no","sagebrush","Stark et al. 2015",39.90333333,-108.40083333,10,"STAR2015","orgsoilC_g_m2",1571.4,1936
"7573",NA,"2008-2009",1.455,20,40,"no","sagebrush","Stark et al. 2015",39.90333333,-108.40083333,20,"STAR2015","orgsoilC_g_m2",1798.38,1943
"7574",NA,"2008-2009",1.57,40,60,"no","sagebrush","Stark et al. 2015",39.90333333,-108.40083333,20,"STAR2015","orgsoilC_g_m2",1532.32,1950
"7575",NA,"2008-2009",1.36,0,10,"no","sagebrush","Stark et al. 2015",39.90333333,-108.40083333,10,"STAR2015","orgsoilC_g_m2",1312.4,1929
"7576",NA,"2008-2009",1.35,10,20,"no","sagebrush","Stark et al. 2015",39.90333333,-108.40083333,10,"STAR2015","orgsoilC_g_m2",1136.7,1936
"7577",NA,"2008-2009",1.455,20,40,"no","sagebrush","Stark et al. 2015",39.90333333,-108.40083333,20,"STAR2015","orgsoilC_g_m2",1731.45,1943
"7578",NA,"2008-2009",1.57,40,60,"no","sagebrush","Stark et al. 2015",39.90333333,-108.40083333,20,"STAR2015","orgsoilC_g_m2",1425.56,1950
"7579",NA,"2008-2009",1.36,0,10,"no","sagebrush","Stark et al. 2015",39.90333333,-108.40083333,10,"STAR2015","orgsoilC_g_m2",1109.76,1929
"7580",NA,"2008-2009",1.35,10,20,"no","sagebrush","Stark et al. 2015",39.90333333,-108.40083333,10,"STAR2015","orgsoilC_g_m2",923.4,1936
"7581",NA,"2008-2009",1.455,20,40,"no","sagebrush","Stark et al. 2015",39.90333333,-108.40083333,20,"STAR2015","orgsoilC_g_m2",1699.44,1943
"7582",NA,"2008-2009",1.57,40,60,"no","sagebrush","Stark et al. 2015",39.90333333,-108.40083333,20,"STAR2015","orgsoilC_g_m2",1642.22,1950
"7583",NA,"2008-2009",1.36,0,10,"no","sagebrush","Stark et al. 2015",39.90333333,-108.40083333,10,"STAR2015","orgsoilC_g_m2",1433.44,1929
"7584",NA,"2008-2009",1.35,10,20,"no","sagebrush","Stark et al. 2015",39.90333333,-108.40083333,10,"STAR2015","orgsoilC_g_m2",889.65,1936
"7585",NA,"2008-2009",1.455,20,40,"no","sagebrush","Stark et al. 2015",39.90333333,-108.40083333,20,"STAR2015","orgsoilC_g_m2",2208.69,1943
"7586",NA,"2008-2009",1.57,40,60,"no","sagebrush","Stark et al. 2015",39.90333333,-108.40083333,20,"STAR2015","orgsoilC_g_m2",2251.38,1950
"7587",NA,"2008-2009",1.36,0,10,"no","sagecheat","Stark et al. 2015",39.90333333,-108.40083333,10,"STAR2015","orgsoilC_g_m2",1706.8,1957
"7588",NA,"2008-2009",1.35,10,20,"no","sagecheat","Stark et al. 2015",39.90333333,-108.40083333,10,"STAR2015","orgsoilC_g_m2",1520.1,1964
"7589",NA,"2008-2009",1.455,20,40,"no","sagecheat","Stark et al. 2015",39.90333333,-108.40083333,20,"STAR2015","orgsoilC_g_m2",1684.89,1971
"7590",NA,"2008-2009",1.57,40,60,"no","sagecheat","Stark et al. 2015",39.90333333,-108.40083333,20,"STAR2015","orgsoilC_g_m2",1202.62,1978
"7591",NA,"2008-2009",1.36,0,10,"no","sagecheat","Stark et al. 2015",39.90333333,-108.40083333,10,"STAR2015","orgsoilC_g_m2",1330.08,1957
"7592",NA,"2008-2009",1.35,10,20,"no","sagecheat","Stark et al. 2015",39.90333333,-108.40083333,10,"STAR2015","orgsoilC_g_m2",1182.6,1964
"7593",NA,"2008-2009",1.455,20,40,"no","sagecheat","Stark et al. 2015",39.90333333,-108.40083333,20,"STAR2015","orgsoilC_g_m2",2074.83,1971
"7594",NA,"2008-2009",1.57,40,60,"no","sagecheat","Stark et al. 2015",39.90333333,-108.40083333,20,"STAR2015","orgsoilC_g_m2",2113.22,1978
"7595",NA,"2008-2009",1.36,0,10,"no","sagecheat","Stark et al. 2015",39.90333333,-108.40083333,10,"STAR2015","orgsoilC_g_m2",1778.88,1957
"7596",NA,"2008-2009",1.35,10,20,"no","sagecheat","Stark et al. 2015",39.90333333,-108.40083333,10,"STAR2015","orgsoilC_g_m2",1158.3,1964
"7597",NA,"2008-2009",1.455,20,40,"no","sagecheat","Stark et al. 2015",39.90333333,-108.40083333,20,"STAR2015","orgsoilC_g_m2",3107.88,1971
"7598",NA,"2008-2009",1.57,40,60,"no","sagecheat","Stark et al. 2015",39.90333333,-108.40083333,20,"STAR2015","orgsoilC_g_m2",1981.34,1978
"7599",NA,"2008-2009",1.36,0,10,"no","sagecheat","Stark et al. 2015",39.90333333,-108.40083333,10,"STAR2015","orgsoilC_g_m2",2146.08,1957
"7600",NA,"2008-2009",1.35,10,20,"no","sagecheat","Stark et al. 2015",39.90333333,-108.40083333,10,"STAR2015","orgsoilC_g_m2",1800.9,1964
"7601",NA,"2008-2009",1.455,20,40,"no","sagecheat","Stark et al. 2015",39.90333333,-108.40083333,20,"STAR2015","orgsoilC_g_m2",2808.15,1971
"7602",NA,"2008-2009",1.57,40,60,"no","sagecheat","Stark et al. 2015",39.90333333,-108.40083333,20,"STAR2015","orgsoilC_g_m2",2235.68,1978
"7603","Jungo","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,284
"7604","Jungo","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,284
"7605","Jungo","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,284
"7606","Jungo","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,284
"7607","Jungo","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,284
"7608","Jungo","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,284
"7609","Jungo","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,284
"7610","Jungo","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,284
"7611","Jungo","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,284
"7612","Jungo","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,284
"7613","Jungo","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,284
"7614","Jungo","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,284
"7615","Jungo","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,284
"7616","Jungo","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,284
"7617","Jungo","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,284
"7618","Jungo","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,284
"7619","Jungo","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,284
"7620","Jungo","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,284
"7621","Jungo","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,284
"7622","Jungo","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,284
"7623","Jungo","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,284
"7624","Jungo","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,284
"7625","Jungo","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,284
"7626","Jungo","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,284
"7627","Jungo","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,284
"7628","Jungo","2004",1.422,0,10,NA,"sagecheat","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,305
"7629","Jungo","2004",1.422,0,10,NA,"sagecheat","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,305
"7630","Jungo","2004",1.422,0,10,NA,"sagecheat","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,305
"7631","Jungo","2004",1.422,0,10,NA,"sagecheat","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,305
"7632","Jungo","2004",1.422,0,10,NA,"sagecheat","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,305
"7633","Jungo","2004",1.422,0,10,NA,"sagecheat","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,305
"7634","Jungo","2004",1.422,0,10,NA,"sagecheat","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,305
"7635","Jungo","2004",1.422,0,10,NA,"sagecheat","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,305
"7636","Jungo","2004",1.422,0,10,NA,"sagecheat","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,305
"7637","Jungo","2004",1.422,0,10,NA,"sagecheat","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,305
"7638","Jungo","2004",1.422,0,10,NA,"sagecheat","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,305
"7639","Jungo","2004",1.422,0,10,NA,"sagecheat","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,305
"7640","Jungo","2004",1.422,0,10,NA,"sagecheat","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,305
"7641","Jungo","2004",1.422,0,10,NA,"sagecheat","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,305
"7642","Jungo","2004",1.422,0,10,NA,"sagecheat","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,305
"7643","Jungo","2004",1.422,0,10,NA,"sagecheat","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,305
"7644","Jungo","2004",1.422,0,10,NA,"sagecheat","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,305
"7645","Jungo","2004",1.422,0,10,NA,"sagecheat","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,305
"7646","Jungo","2004",1.422,0,10,NA,"sagecheat","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,305
"7647","Jungo","2004",1.422,0,10,NA,"sagecheat","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,305
"7648","Jungo","2004",1.422,0,10,NA,"sagecheat","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,305
"7649","Jungo","2004",1.422,0,10,NA,"sagecheat","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,305
"7650","Jungo","2004",1.422,0,10,NA,"sagecheat","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,305
"7651","Jungo","2004",1.422,0,10,NA,"sagecheat","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,305
"7652","Jungo","2004",1.422,0,10,NA,"sagecheat","Bradley et al. 2006",40.99,-117.86,10,"BRAD2006","orgsoilC_g_m2",NA,305
"7653","Rye","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.57,-118.34,10,"BRAD2006","orgsoilC_g_m2",NA,256
"7654","Rye","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.57,-118.34,10,"BRAD2006","orgsoilC_g_m2",NA,256
"7655","Rye","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.57,-118.34,10,"BRAD2006","orgsoilC_g_m2",NA,256
"7656","Rye","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.57,-118.34,10,"BRAD2006","orgsoilC_g_m2",NA,256
"7657","Rye","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.57,-118.34,10,"BRAD2006","orgsoilC_g_m2",NA,256
"7658","Rye","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.57,-118.34,10,"BRAD2006","orgsoilC_g_m2",NA,256
"7659","Rye","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.57,-118.34,10,"BRAD2006","orgsoilC_g_m2",NA,256
"7660","Rye","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.57,-118.34,10,"BRAD2006","orgsoilC_g_m2",NA,256
"7661","Rye","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.57,-118.34,10,"BRAD2006","orgsoilC_g_m2",NA,256
"7662","Rye","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.57,-118.34,10,"BRAD2006","orgsoilC_g_m2",NA,256
"7663","Rye","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.57,-118.34,10,"BRAD2006","orgsoilC_g_m2",NA,256
"7664","Rye","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.57,-118.34,10,"BRAD2006","orgsoilC_g_m2",NA,256
"7665","Rye","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.57,-118.34,10,"BRAD2006","orgsoilC_g_m2",NA,256
"7666","Rye","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.57,-118.34,10,"BRAD2006","orgsoilC_g_m2",NA,256
"7667","Rye","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.57,-118.34,10,"BRAD2006","orgsoilC_g_m2",NA,256
"7668","Rye","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.57,-118.34,10,"BRAD2006","orgsoilC_g_m2",NA,256
"7669","Rye","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.57,-118.34,10,"BRAD2006","orgsoilC_g_m2",NA,256
"7670","Rye","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.57,-118.34,10,"BRAD2006","orgsoilC_g_m2",NA,256
"7671","Rye","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.57,-118.34,10,"BRAD2006","orgsoilC_g_m2",NA,256
"7672","Rye","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.57,-118.34,10,"BRAD2006","orgsoilC_g_m2",NA,256
"7673","Rye","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.57,-118.34,10,"BRAD2006","orgsoilC_g_m2",NA,256
"7674","Rye","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.57,-118.34,10,"BRAD2006","orgsoilC_g_m2",NA,256
"7675","Rye","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.57,-118.34,10,"BRAD2006","orgsoilC_g_m2",NA,256
"7676","Rye","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.57,-118.34,10,"BRAD2006","orgsoilC_g_m2",NA,256
"7677","Rye","2004",1.422,0,10,NA,"cheatgrass","Bradley et al. 2006",40.57,-118.34,10,"BRAD2006","orgsoilC_g_m2",NA,256
"7678","Rye","2004",1.422,0,10,NA,"salt_desert","Bradley et al. 2006",40.57,-118.34,10,"BRAD2006","orgsoilC_g_m2",NA,270
"7679","Rye","2004",1.422,0,10,NA,"salt_desert","Bradley et al. 2006",40.57,-118.34,10,"BRAD2006","orgsoilC_g_m2",NA,270
"7680","Rye","2004",1.422,0,10,NA,"salt_desert","Bradley et al. 2006",40.57,-118.34,10,"BRAD2006","orgsoilC_g_m2",NA,270
"7681","Rye","2004",1.422,0,10,NA,"salt_desert","Bradley et al. 2006",40.57,-118.34,10,"BRAD2006","orgsoilC_g_m2",NA,270
"7682","Rye","2004",1.422,0,10,NA,"salt_desert","Bradley et al. 2006",40.57,-118.34,10,"BRAD2006","orgsoilC_g_m2",NA,270
