"site","topdepth_cm","bottomdepth_cm","BD_estimated","veg","study","thick","Article_ID","pool","pool_value","Study_ID","yr_samp","X1","MTBS_ID","MTBS_DISCOVERY_YEAR","lat","long","baecv_lyb","maxsat","last_year_burned","masterlyb","timesincefire"
"Dry Creek site 7",NA,NA,NA,"cheatgrass","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",12.9273435,56,2010,"353",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Dry Creek site 7",NA,NA,NA,"cheatgrass","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",21.9722175,56,2010,"354",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Dry Creek site 7",NA,NA,NA,"cheatgrass","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",22.9961655,56,2010,"355",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Dry Creek site 7",NA,NA,NA,"cheatgrass","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",14.18594625,56,2010,"356",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Dry Creek site 7",NA,NA,NA,"cheatgrass","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",31.67839125,56,2010,"357",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Dry Creek site 7",NA,NA,NA,"cheatgrass","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",5.48238825,56,2010,"358",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Dry Creek site 7",NA,NA,NA,"cheatgrass","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",19.34835075,56,2010,"359",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Dry Creek site 8",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",30.2491305,91,2010,"360",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Dry Creek site 8",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",65.59666875,91,2010,"361",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Dry Creek site 8",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",32.74500375,91,2010,"362",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Dry Creek site 8",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",60.3702675,91,2010,"363",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Dry Creek site 8",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",55.39985325,91,2010,"364",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Dry Creek site 8",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",11.775402,91,2010,"365",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Dry Creek site 8",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",2.218554,91,2010,"366",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Dry Creek site 8",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",166.903524,91,2010,"367",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Dry Creek site 8",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",1.38659625,91,2010,"368",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Dry Creek site 8",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",25.4707065,91,2010,"369",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Dry Creek site 8",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",146.27523825,91,2010,"370",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Dry Creek site 8",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",12.031389,91,2010,"371",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Dry Creek site 8",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",21.01226625,91,2010,"372",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Dry Creek site 8",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",46.8029565,91,2010,"373",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Dry Creek site 8",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",13.50331425,91,2010,"374",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Dry Creek site 8",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",1.877238,91,2010,"375",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Dry Creek site 8",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",23.3374815,91,2010,"376",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Dry Creek site 8",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",20.67095025,91,2010,"377",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Dry Creek site 8",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",38.568708,91,2010,"378",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Dry Creek site 8",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",258.48287325,91,2010,"379",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Dry Creek site 8",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",70.37509275,91,2010,"380",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Dry Creek site 8",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",45.75767625,91,2010,"381",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Dry Creek site 8",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",31.7850525,91,2010,"382",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Dry Creek site 8",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",31.8703815,91,2010,"383",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Dry Creek site 8",NA,NA,NA,"sagecheat","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",40.019301,91,2010,"384",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Crowley Road site 9",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",13.055337,76,2010,"385",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Crowley Road site 9",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",1.2372705,76,2010,"386",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Crowley Road site 9",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",7.2103005,76,2010,"387",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Crowley Road site 9",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",74.23623,76,2010,"388",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Crowley Road site 9",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",25.10805825,76,2010,"389",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Crowley Road site 9",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",18.3883995,76,2010,"390",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Crowley Road site 9",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",13.3539885,76,2010,"391",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Crowley Road site 9",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",36.7341345,76,2010,"392",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Crowley Road site 9",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",18.45239625,76,2010,"393",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Crowley Road site 9",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",75.174849,76,2010,"394",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Crowley Road site 9",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",29.80115325,76,2010,"395",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Crowley Road site 9",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",17.91909,76,2010,"396",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Crowley Road site 9",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",20.50029225,76,2010,"397",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Crowley Road site 9",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",31.42240425,76,2010,"398",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Crowley Road site 9",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",25.87601925,76,2010,"399",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Crowley Road site 9",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",4.11712425,76,2010,"400",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Crowley Road site 9",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",32.61701025,76,2010,"401",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Crowley Road site 9",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",33.192981,76,2010,"402",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Crowley Road site 9",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",2.45320875,76,2010,"403",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Crowley Road site 9",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",52.5199995,76,2010,"404",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Crowley Road site 9",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",59.62363875,76,2010,"405",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Crowley Road site 9",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",2.8585215,76,2010,"406",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Crowley Road site 9",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",21.05493075,76,2010,"407",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Crowley Road site 9",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",64.35939825,76,2010,"408",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"Crowley Road site 9",NA,NA,NA,"sagebrush","Bansal et al. 2014",NA,"BANS2014","AGBC_g_m2",22.9108365,76,2010,"409",NA,1950,43.791665,-118.4417,2007,2007,NA,2007,3
"1",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",21.9722175,1266,2016,"410","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,29
"1",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",26.61838155,1266,2016,"411","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,29
"1",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",43.03568115,1266,2016,"412","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,29
"1",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",17.87215905,1266,2016,"413","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,29
"1",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",36.35442045,1266,2016,"414","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,29
"1",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",28.45295505,1266,2016,"415","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,29
"1",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",42.9290199,1266,2016,"416","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,29
"1",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",48.45407265,1266,2016,"417","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,29
"1",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",52.89118065,1266,2016,"418","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,29
"1",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",74.4836841,1266,2016,"419","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,29
"1",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",51.21019935,1266,2016,"420","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,29
"1",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",48.7313919,1266,2016,"421","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,29
"2",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",20.09924595,1271,2016,"422","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,29
"2",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",21.39624675,1271,2016,"423","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,29
"2",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",27.0834246,1271,2016,"424","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,29
"2",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",29.64756105,1271,2016,"425","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,29
"2",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",23.03456355,1271,2016,"426","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,29
"2",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",56.8461798,1271,2016,"427","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,29
"2",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",33.25697775,1271,2016,"428","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,29
"2",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",51.7605714,1271,2016,"429","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,29
"2",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",114.60111345,1271,2016,"430","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,29
"2",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",114.0934059,1271,2016,"431","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,29
"2",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",57.24295965,1271,2016,"432","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,29
"2",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",55.89476145,1271,2016,"433","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,29
"3",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",78.7927986,1276,2016,"434","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,29
"3",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",35.4627324,1276,2016,"435","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,29
"3",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",27.78738885,1276,2016,"436","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,29
"3",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",41.46562755,1276,2016,"437","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,29
"3",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",40.7275317,1276,2016,"438","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,29
"3",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",40.5739395,1276,2016,"439","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,29
"3",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",47.65198005,1276,2016,"440","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,29
"3",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",38.51324415,1276,2016,"441","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,29
"3",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",27.7404579,1276,2016,"442","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,29
"3",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",20.21870655,1276,2016,"443","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,29
"3",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",34.899561,1276,2016,"444","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,29
"3",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",50.39104095,1276,2016,"445","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,29
"One",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",1.55725425,1281,2015,"446","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,28
"One",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",0.9898164,1281,2015,"447","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,28
"One",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",1.23300405,1281,2015,"448","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,28
"One",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",3.39182775,1281,2015,"449","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,28
"One",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",5.4951876,1281,2015,"450","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,28
"One",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",3.6094167,1281,2015,"451","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,28
"One",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",2.83718925,1281,2015,"452","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,28
"One",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",3.3790284,1281,2015,"453","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,28
"One",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",7.83746865,1281,2015,"454","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,28
"One",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",9.64644345,1281,2015,"455","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,28
"One",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",3.669147,1281,2015,"456","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,28
"One",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",6.91591545,1281,2015,"457","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,28
"Three",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",71.8555509,1286,2015,"458","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,28
"Three",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",5.61891465,1286,2015,"459","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,28
"Three",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",13.05107055,1286,2015,"460","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,28
"Three",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",2.7902583,1286,2015,"461","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,28
"Three",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",30.14246925,1286,2015,"462","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,28
"Three",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",18.64012005,1286,2015,"463","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,28
"Three",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",22.2964677,1286,2015,"464","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,28
"Three",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",58.01092065,1286,2015,"465","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,28
"Three",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",31.7253222,1286,2015,"466","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,28
"Three",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",30.6501768,1286,2015,"467","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,28
"Three",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",24.45102495,1286,2015,"468","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,28
"Three",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",37.45516455,1286,2015,"469","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,28
"Two",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",4.351779,1291,2015,"470","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,28
"Two",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",3.1145085,1291,2015,"471","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,28
"Two",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",3.3534297,1291,2015,"472","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,28
"Two",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",5.56771725,1291,2015,"473","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,28
"Two",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",14.97097305,1291,2015,"474","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,28
"Two",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",1.65964905,1291,2015,"475","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,28
"Two",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",1.0410138,1291,2015,"476","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,28
"Two",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",3.2595678,1291,2015,"477","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,28
"Two",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",6.41247435,1291,2015,"478","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,28
"Two",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",7.3041624,1291,2015,"479","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,28
"Two",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",9.34779195,1291,2015,"480","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,28
"Two",NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",9.8043021,1291,2015,"481","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,28
NA,NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",16.6988853,1296,2015,"482","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,28
NA,NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",15.0264369,1296,2015,"483","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,28
NA,NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",13.4905149,1296,2015,"484","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,28
NA,NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",12.70122165,1296,2015,"485","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,28
NA,NA,NA,NA,"cheatgrass","Porensky et al. 2018",NA,"PORE2018","AGBC_g_m2",15.15016395,1296,2015,"486","NV4087511652519870902",1987,40.869,-116.5315,1987,1987,NA,1987,28
