"site","topdepth_cm","bottomdepth_cm","BD_estimated","veg","study","thick","Article_ID","pool","pool_value","Study_ID","yr_samp","X1","MTBS_ID","MTBS_DISCOVERY_YEAR","lat","long","baecv_lyb","maxsat","last_year_burned","masterlyb","timesincefire"
"sagecheat_5",60,89,"no","sagecheat","Norton et al. 2004",29,"NORT2004","orgsoilC_g_m2",1122.9507,1149,2001,"1229",NA,1950,42.162137,-113.432503,1950,1950,NA,1950,51
"sagecheat_5",72,103,"no","sagecheat","Norton et al. 2004",31,"NORT2004","orgsoilC_g_m2",6939.963956,834,2001,"1230",NA,1950,39.421849,-111.55894,1950,1950,NA,1950,51
"sagecheat_5",75,94,"no","sagecheat","Norton et al. 2004",19,"NORT2004","orgsoilC_g_m2",2036.815468,954,2001,"1231",NA,1950,41.462043,-113.157667,1950,1950,NA,1950,51
"sagecheat_5",53,60,"yes","sagecheat","Norton et al. 2004",7,"NORT2004","orgsoilC_g_m2",1792.116331,889,2001,"1232",NA,1950,39.483654,-111.683913,1950,1950,NA,1950,51
"sagecheat_6",72,88,"yes","sagecheat","Norton et al. 2004",16,"NORT2004","orgsoilC_g_m2",2960.437322,1079,2001,"1233",NA,1950,41.965259,-113.157085,1950,1950,NA,1950,51
"sagecheat_6",89,110,"yes","sagecheat","Norton et al. 2004",21,"NORT2004","orgsoilC_g_m2",380.5512992,1154,2001,"1234",NA,1950,42.162137,-113.432503,1950,1950,NA,1950,51
"sagecheat_6",103,160,"no","sagecheat","Norton et al. 2004",57,"NORT2004","orgsoilC_g_m2",10933.205,839,2001,"1235",NA,1950,39.421849,-111.55894,1950,1950,NA,1950,51
"sagecheat_6",94,110,"no","sagecheat","Norton et al. 2004",16,"NORT2004","orgsoilC_g_m2",2545.813844,959,2001,"1236",NA,1950,41.462043,-113.157667,1950,1950,NA,1950,51
"sagecheat_7",88,118,"yes","sagecheat","Norton et al. 2004",30,"NORT2004","orgsoilC_g_m2",2513.908335,1084,2001,"1237",NA,1950,41.965259,-113.157085,1950,1950,NA,1950,51
"sagecheat_8",118,150,"yes","sagecheat","Norton et al. 2004",32,"NORT2004","orgsoilC_g_m2",2767.299821,1089,2001,"1238",NA,1950,41.965259,-113.157085,1950,1950,NA,1950,51
NA,0,10,"no","cheatgrass","Stark et al. 2015",10,"STAR2015","orgsoilC_g_m2",1867.28,1464,2008,"1239",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,10,20,"no","cheatgrass","Stark et al. 2015",10,"STAR2015","orgsoilC_g_m2",1490.4,1469,2008,"1240",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,20,40,"no","cheatgrass","Stark et al. 2015",20,"STAR2015","orgsoilC_g_m2",2031.18,1474,2008,"1241",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,40,60,"no","cheatgrass","Stark et al. 2015",20,"STAR2015","orgsoilC_g_m2",1683.04,1479,2008,"1242",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,0,10,"no","cheatgrass","Stark et al. 2015",10,"STAR2015","orgsoilC_g_m2",1705.44,1464,2008,"1243",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,10,20,"no","cheatgrass","Stark et al. 2015",10,"STAR2015","orgsoilC_g_m2",1144.8,1469,2008,"1244",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,20,40,"no","cheatgrass","Stark et al. 2015",20,"STAR2015","orgsoilC_g_m2",2115.57,1474,2008,"1245",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,40,60,"no","cheatgrass","Stark et al. 2015",20,"STAR2015","orgsoilC_g_m2",1698.74,1479,2008,"1246",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,0,10,"no","cheatgrass","Stark et al. 2015",10,"STAR2015","orgsoilC_g_m2",995.52,1464,2008,"1247",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,10,20,"no","cheatgrass","Stark et al. 2015",10,"STAR2015","orgsoilC_g_m2",1028.7,1469,2008,"1248",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,20,40,"no","cheatgrass","Stark et al. 2015",20,"STAR2015","orgsoilC_g_m2",2031.18,1474,2008,"1249",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,40,60,"no","cheatgrass","Stark et al. 2015",20,"STAR2015","orgsoilC_g_m2",1748.98,1479,2008,"1250",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,0,10,"no","cheatgrass","Stark et al. 2015",10,"STAR2015","orgsoilC_g_m2",2120.24,1464,2008,"1251",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,10,20,"no","cheatgrass","Stark et al. 2015",10,"STAR2015","orgsoilC_g_m2",1698.3,1469,2008,"1252",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,20,40,"no","cheatgrass","Stark et al. 2015",20,"STAR2015","orgsoilC_g_m2",2584.08,1474,2008,"1253",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,40,60,"no","cheatgrass","Stark et al. 2015",20,"STAR2015","orgsoilC_g_m2",2376.98,1479,2008,"1254",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,0,10,"no","sagebrush","Stark et al. 2015",10,"STAR2015","orgsoilC_g_m2",1701.36,1484,2008,"1255",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,10,20,"no","sagebrush","Stark et al. 2015",10,"STAR2015","orgsoilC_g_m2",1571.4,1489,2008,"1256",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,20,40,"no","sagebrush","Stark et al. 2015",20,"STAR2015","orgsoilC_g_m2",1798.38,1494,2008,"1257",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,40,60,"no","sagebrush","Stark et al. 2015",20,"STAR2015","orgsoilC_g_m2",1532.32,1499,2008,"1258",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,0,10,"no","sagebrush","Stark et al. 2015",10,"STAR2015","orgsoilC_g_m2",1312.4,1484,2008,"1259",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,10,20,"no","sagebrush","Stark et al. 2015",10,"STAR2015","orgsoilC_g_m2",1136.7,1489,2008,"1260",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,20,40,"no","sagebrush","Stark et al. 2015",20,"STAR2015","orgsoilC_g_m2",1731.45,1494,2008,"1261",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,40,60,"no","sagebrush","Stark et al. 2015",20,"STAR2015","orgsoilC_g_m2",1425.56,1499,2008,"1262",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,0,10,"no","sagebrush","Stark et al. 2015",10,"STAR2015","orgsoilC_g_m2",1109.76,1484,2008,"1263",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,10,20,"no","sagebrush","Stark et al. 2015",10,"STAR2015","orgsoilC_g_m2",923.4,1489,2008,"1264",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,20,40,"no","sagebrush","Stark et al. 2015",20,"STAR2015","orgsoilC_g_m2",1699.44,1494,2008,"1265",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,40,60,"no","sagebrush","Stark et al. 2015",20,"STAR2015","orgsoilC_g_m2",1642.22,1499,2008,"1266",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,0,10,"no","sagebrush","Stark et al. 2015",10,"STAR2015","orgsoilC_g_m2",1433.44,1484,2008,"1267",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,10,20,"no","sagebrush","Stark et al. 2015",10,"STAR2015","orgsoilC_g_m2",889.65,1489,2008,"1268",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,20,40,"no","sagebrush","Stark et al. 2015",20,"STAR2015","orgsoilC_g_m2",2208.69,1494,2008,"1269",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,40,60,"no","sagebrush","Stark et al. 2015",20,"STAR2015","orgsoilC_g_m2",2251.38,1499,2008,"1270",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,0,10,"no","sagecheat","Stark et al. 2015",10,"STAR2015","orgsoilC_g_m2",1706.8,1504,2008,"1271",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,10,20,"no","sagecheat","Stark et al. 2015",10,"STAR2015","orgsoilC_g_m2",1520.1,1509,2008,"1272",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,20,40,"no","sagecheat","Stark et al. 2015",20,"STAR2015","orgsoilC_g_m2",1684.89,1514,2008,"1273",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,40,60,"no","sagecheat","Stark et al. 2015",20,"STAR2015","orgsoilC_g_m2",1202.62,1519,2008,"1274",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,0,10,"no","sagecheat","Stark et al. 2015",10,"STAR2015","orgsoilC_g_m2",1330.08,1504,2008,"1275",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,10,20,"no","sagecheat","Stark et al. 2015",10,"STAR2015","orgsoilC_g_m2",1182.6,1509,2008,"1276",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,20,40,"no","sagecheat","Stark et al. 2015",20,"STAR2015","orgsoilC_g_m2",2074.83,1514,2008,"1277",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,40,60,"no","sagecheat","Stark et al. 2015",20,"STAR2015","orgsoilC_g_m2",2113.22,1519,2008,"1278",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,0,10,"no","sagecheat","Stark et al. 2015",10,"STAR2015","orgsoilC_g_m2",1778.88,1504,2008,"1279",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,10,20,"no","sagecheat","Stark et al. 2015",10,"STAR2015","orgsoilC_g_m2",1158.3,1509,2008,"1280",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,20,40,"no","sagecheat","Stark et al. 2015",20,"STAR2015","orgsoilC_g_m2",3107.88,1514,2008,"1281",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,40,60,"no","sagecheat","Stark et al. 2015",20,"STAR2015","orgsoilC_g_m2",1981.34,1519,2008,"1282",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,0,10,"no","sagecheat","Stark et al. 2015",10,"STAR2015","orgsoilC_g_m2",2146.08,1504,2008,"1283",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,10,20,"no","sagecheat","Stark et al. 2015",10,"STAR2015","orgsoilC_g_m2",1800.9,1509,2008,"1284",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,20,40,"no","sagecheat","Stark et al. 2015",20,"STAR2015","orgsoilC_g_m2",2808.15,1514,2008,"1285",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,40,60,"no","sagecheat","Stark et al. 2015",20,"STAR2015","orgsoilC_g_m2",2235.68,1519,2008,"1286",NA,1950,39.90333333,-108.40083333,1950,1950,NA,1950,58
NA,0,10,NA,"sagecheat","Norton et al. 2008",10,"NORT2008","orgsoilC_g_m2",1581.811041978,1214,2003,"1287",NA,1950,42.70777778,-108.60583333,1950,1950,NA,1950,53
NA,0,10,NA,"sagecheat","Norton et al. 2008",10,"NORT2008","orgsoilC_g_m2",1718.200546632,1214,2003,"1288",NA,1950,42.70777778,-108.60583333,1950,1950,NA,1950,53
NA,0,10,NA,"cheatgrass","Norton et al. 2008",10,"NORT2008","orgsoilC_g_m2",2505.554492508,1209,2003,"1289",NA,1950,42.70777778,-108.60583333,1950,1950,NA,1950,53
NA,0,10,NA,"cheatgrass","Norton et al. 2008",10,"NORT2008","orgsoilC_g_m2",1077.60018888,1209,2003,"1290",NA,1950,42.70777778,-108.60583333,1950,1950,NA,1950,53
NA,0,10,NA,"cheatgrass","Norton et al. 2008",10,"NORT2008","orgsoilC_g_m2",2782.562185692,1209,2003,"1291",NA,1950,42.70777778,-108.60583333,1950,1950,NA,1950,53
NA,0,10,NA,"sagecheat","Norton et al. 2008",10,"NORT2008","orgsoilC_g_m2",1581.811041978,1214,2003,"1292",NA,1950,42.70777778,-108.60583333,1950,1950,NA,1950,53
NA,0,10,NA,"sagecheat","Norton et al. 2008",10,"NORT2008","orgsoilC_g_m2",1718.200546632,1214,2003,"1293",NA,1950,42.70777778,-108.60583333,1950,1950,NA,1950,53
NA,0,10,NA,"sagecheat","Norton et al. 2008",10,"NORT2008","orgsoilC_g_m2",2488.60233423,1214,2003,"1294",NA,1950,42.70777778,-108.60583333,1950,1950,NA,1950,53
NA,0,10,NA,"cheatgrass","Norton et al. 2008",10,"NORT2008","orgsoilC_g_m2",2505.554492508,1209,2003,"1295",NA,1950,42.70777778,-108.60583333,1950,1950,NA,1950,53
NA,0,10,NA,"cheatgrass","Norton et al. 2008",10,"NORT2008","orgsoilC_g_m2",1077.60018888,1209,2003,"1296",NA,1950,42.70777778,-108.60583333,1950,1950,NA,1950,53
NA,0,10,NA,"cheatgrass","Norton et al. 2008",10,"NORT2008","orgsoilC_g_m2",2782.562185692,1209,2003,"1297",NA,1950,42.70777778,-108.60583333,1950,1950,NA,1950,53
NA,0,10,NA,"sagecheat","Norton et al. 2008",10,"NORT2008","orgsoilC_g_m2",1581.811041978,1214,2003,"1298",NA,1950,42.70777778,-108.60583333,1950,1950,NA,1950,53
NA,0,10,NA,"sagecheat","Norton et al. 2008",10,"NORT2008","orgsoilC_g_m2",1718.200546632,1214,2003,"1299",NA,1950,42.70777778,-108.60583333,1950,1950,NA,1950,53
NA,0,10,NA,"cheatgrass","Norton et al. 2008",10,"NORT2008","orgsoilC_g_m2",2505.554492508,1209,2003,"1300",NA,1950,42.70777778,-108.60583333,1950,1950,NA,1950,53
NA,0,10,NA,"cheatgrass","Norton et al. 2008",10,"NORT2008","orgsoilC_g_m2",1077.60018888,1209,2003,"1301",NA,1950,42.70777778,-108.60583333,1950,1950,NA,1950,53
NA,0,10,NA,"sagecheat","Norton et al. 2008",10,"NORT2008","orgsoilC_g_m2",1581.811041978,1214,2003,"1302",NA,1950,42.70777778,-108.60583333,1950,1950,NA,1950,53
NA,0,10,NA,"sagecheat","Norton et al. 2008",10,"NORT2008","orgsoilC_g_m2",1718.200546632,1214,2003,"1303",NA,1950,42.70777778,-108.60583333,1950,1950,NA,1950,53
NA,0,10,NA,"sagecheat","Norton et al. 2008",10,"NORT2008","orgsoilC_g_m2",2488.60233423,1214,2003,"1304",NA,1950,42.70777778,-108.60583333,1950,1950,NA,1950,53
NA,0,10,NA,"cheatgrass","Norton et al. 2008",10,"NORT2008","orgsoilC_g_m2",2505.554492508,1209,2003,"1305",NA,1950,42.70777778,-108.60583333,1950,1950,NA,1950,53
NA,0,10,NA,"cheatgrass","Norton et al. 2008",10,"NORT2008","orgsoilC_g_m2",1077.60018888,1209,2003,"1306",NA,1950,42.70777778,-108.60583333,1950,1950,NA,1950,53
NA,0,10,NA,"cheatgrass","Norton et al. 2008",10,"NORT2008","orgsoilC_g_m2",2782.562185692,1209,2003,"1307",NA,1950,42.70777778,-108.60583333,1950,1950,NA,1950,53
NA,0,10,NA,"sagecheat","Norton et al. 2008",10,"NORT2008","orgsoilC_g_m2",1581.811041978,1214,2003,"1308",NA,1950,42.70777778,-108.60583333,1950,1950,NA,1950,53
NA,0,10,NA,"sagecheat","Norton et al. 2008",10,"NORT2008","orgsoilC_g_m2",1718.200546632,1214,2003,"1309",NA,1950,42.70777778,-108.60583333,1950,1950,NA,1950,53
NA,0,10,NA,"sagecheat","Norton et al. 2008",10,"NORT2008","orgsoilC_g_m2",2488.60233423,1214,2003,"1310",NA,1950,42.70777778,-108.60583333,1950,1950,NA,1950,53
NA,0,10,NA,"cheatgrass","Norton et al. 2008",10,"NORT2008","orgsoilC_g_m2",2505.554492508,1209,2003,"1311",NA,1950,42.70777778,-108.60583333,1950,1950,NA,1950,53
NA,0,10,NA,"cheatgrass","Norton et al. 2008",10,"NORT2008","orgsoilC_g_m2",1077.60018888,1209,2003,"1312",NA,1950,42.70777778,-108.60583333,1950,1950,NA,1950,53
NA,0,10,NA,"cheatgrass","Norton et al. 2008",10,"NORT2008","orgsoilC_g_m2",2782.562185692,1209,2003,"1313",NA,1950,42.70777778,-108.60583333,1950,1950,NA,1950,53
NA,0,10,NA,"sagecheat","Norton et al. 2008",10,"NORT2008","orgsoilC_g_m2",1581.811041978,1214,2003,"1314",NA,1950,42.70777778,-108.60583333,1950,1950,NA,1950,53
NA,0,10,NA,"sagecheat","Norton et al. 2008",10,"NORT2008","orgsoilC_g_m2",1718.200546632,1214,2003,"1315",NA,1950,42.70777778,-108.60583333,1950,1950,NA,1950,53
NA,0,10,NA,"sagecheat","Norton et al. 2008",10,"NORT2008","orgsoilC_g_m2",2488.60233423,1214,2003,"1316",NA,1950,42.70777778,-108.60583333,1950,1950,NA,1950,53
NA,0,10,NA,"cheatgrass","Norton et al. 2008",10,"NORT2008","orgsoilC_g_m2",2505.554492508,1209,2003,"1317",NA,1950,42.70777778,-108.60583333,1950,1950,NA,1950,53
NA,0,10,NA,"cheatgrass","Norton et al. 2008",10,"NORT2008","orgsoilC_g_m2",1077.60018888,1209,2003,"1318",NA,1950,42.70777778,-108.60583333,1950,1950,NA,1950,53
NA,0,10,NA,"cheatgrass","Norton et al. 2008",10,"NORT2008","orgsoilC_g_m2",2782.562185692,1209,2003,"1319",NA,1950,42.70777778,-108.60583333,1950,1950,NA,1950,53
NA,0,10,NA,"sagecheat","Norton et al. 2008",10,"NORT2008","orgsoilC_g_m2",1581.811041978,1214,2003,"1320",NA,1950,42.70777778,-108.60583333,1950,1950,NA,1950,53
NA,0,10,NA,"sagecheat","Norton et al. 2008",10,"NORT2008","orgsoilC_g_m2",1718.200546632,1214,2003,"1321",NA,1950,42.70777778,-108.60583333,1950,1950,NA,1950,53
NA,0,10,NA,"sagecheat","Norton et al. 2008",10,"NORT2008","orgsoilC_g_m2",2488.60233423,1214,2003,"1322",NA,1950,42.70777778,-108.60583333,1950,1950,NA,1950,53
NA,0,10,NA,"cheatgrass","Norton et al. 2008",10,"NORT2008","orgsoilC_g_m2",1077.60018888,1209,2003,"1323",NA,1950,42.70777778,-108.60583333,1950,1950,NA,1950,53
NA,0,10,NA,"cheatgrass","Norton et al. 2008",10,"NORT2008","orgsoilC_g_m2",2782.562185692,1209,2003,"1324",NA,1950,42.70777778,-108.60583333,1950,1950,NA,1950,53
"BF_1",0,90,"no","cheatgrass","Goergen et al. 2011",90,"GOER2011","orgsoilC_g_m2",3607.321,504,2008,"1325","NV3984911989219840705",1984,39.83281,-119.8809,1996,1996,NA,1996,12
"BF_1",0,90,"no","cheatgrass","Goergen et al. 2011",90,"GOER2011","orgsoilC_g_m2",3237.215,504,2008,"1326","NV3984911989219840705",1984,39.83281,-119.8809,1996,1996,NA,1996,12
"BF_1",0,90,"no","cheatgrass","Goergen et al. 2011",90,"GOER2011","orgsoilC_g_m2",2842.033,504,2008,"1327","NV3984911989219840705",1984,39.83281,-119.8809,1996,1996,NA,1996,12
"BF_2",0,90,"no","sagecheat","Goergen et al. 2011",90,"GOER2011","orgsoilC_g_m2",3433.046,509,2008,"1328","NV3984911989219840705",1984,39.83281,-119.8809,1996,1996,NA,1996,12
"BF_2",0,90,"no","sagecheat","Goergen et al. 2011",90,"GOER2011","orgsoilC_g_m2",3104.026,509,2008,"1329","NV3984911989219840705",1984,39.83281,-119.8809,1996,1996,NA,1996,12
"BF_2",0,90,"no","sagecheat","Goergen et al. 2011",90,"GOER2011","orgsoilC_g_m2",3646.248,509,2008,"1330","NV3984911989219840705",1984,39.83281,-119.8809,1996,1996,NA,1996,12
"LH_1",0,90,"no","cheatgrass","Goergen et al. 2011",90,"GOER2011","orgsoilC_g_m2",1054.622,514,2008,"1331",NA,1950,39.88089,-119.7154,1950,1950,NA,1950,58
"LH_1",0,90,"no","cheatgrass","Goergen et al. 2011",90,"GOER2011","orgsoilC_g_m2",1297.83,514,2008,"1332",NA,1950,39.88089,-119.7154,1950,1950,NA,1950,58
"LH_1",0,90,"no","cheatgrass","Goergen et al. 2011",90,"GOER2011","orgsoilC_g_m2",1486.007,514,2008,"1333",NA,1950,39.88089,-119.7154,1950,1950,NA,1950,58
"LH_2",0,90,"no","sagecheat","Goergen et al. 2011",90,"GOER2011","orgsoilC_g_m2",1531.635,519,2008,"1334",NA,1950,39.88089,-119.7154,1950,1950,NA,1950,58
"LH_2",0,90,"no","sagecheat","Goergen et al. 2011",90,"GOER2011","orgsoilC_g_m2",927.058,519,2008,"1335",NA,1950,39.88089,-119.7154,1950,1950,NA,1950,58
"LH_2",0,90,"no","sagecheat","Goergen et al. 2011",90,"GOER2011","orgsoilC_g_m2",1010.655,519,2008,"1336",NA,1950,39.88089,-119.7154,1950,1950,NA,1950,58
"MP_1",0,90,"no","cheatgrass","Goergen et al. 2011",90,"GOER2011","orgsoilC_g_m2",2239.72,494,2008,"1337",NA,1950,39.23925,-119.743,1950,1950,NA,1950,58
"MP_1",0,90,"no","cheatgrass","Goergen et al. 2011",90,"GOER2011","orgsoilC_g_m2",3685.005,494,2008,"1338",NA,1950,39.23925,-119.743,1950,1950,NA,1950,58
"MP_1",0,90,"no","cheatgrass","Goergen et al. 2011",90,"GOER2011","orgsoilC_g_m2",2267.374,494,2008,"1339",NA,1950,39.23925,-119.743,1950,1950,NA,1950,58
"MP_2",0,90,"no","sagecheat","Goergen et al. 2011",90,"GOER2011","orgsoilC_g_m2",3325.794,499,2008,"1340",NA,1950,39.23925,-119.743,1950,1950,NA,1950,58
"MP_2",0,90,"no","sagecheat","Goergen et al. 2011",90,"GOER2011","orgsoilC_g_m2",2277.03,499,2008,"1341",NA,1950,39.23925,-119.743,1950,1950,NA,1950,58
"MP_2",0,90,"no","sagecheat","Goergen et al. 2011",90,"GOER2011","orgsoilC_g_m2",2116.498,499,2008,"1342",NA,1950,39.23925,-119.743,1950,1950,NA,1950,58
"TP_1",0,90,"no","cheatgrass","Goergen et al. 2011",90,"GOER2011","orgsoilC_g_m2",1596.384,524,2008,"1343",NA,1950,39.90003,-119.7014,1950,1950,NA,1950,58
"TP_1",0,90,"no","cheatgrass","Goergen et al. 2011",90,"GOER2011","orgsoilC_g_m2",1033.438,524,2008,"1344",NA,1950,39.90003,-119.7014,1950,1950,NA,1950,58
"TP_1",0,90,"no","cheatgrass","Goergen et al. 2011",90,"GOER2011","orgsoilC_g_m2",1516.339,524,2008,"1345",NA,1950,39.90003,-119.7014,1950,1950,NA,1950,58
"TP_2",0,90,"no","sagecheat","Goergen et al. 2011",90,"GOER2011","orgsoilC_g_m2",1412.323,529,2008,"1346",NA,1950,39.90003,-119.7014,1950,1950,NA,1950,58
"TP_2",0,90,"no","sagecheat","Goergen et al. 2011",90,"GOER2011","orgsoilC_g_m2",1177.68,529,2008,"1347",NA,1950,39.90003,-119.7014,1950,1950,NA,1950,58
"TP_2",0,90,"no","sagecheat","Goergen et al. 2011",90,"GOER2011","orgsoilC_g_m2",1033.438,529,2008,"1348",NA,1950,39.90003,-119.7014,1950,1950,NA,1950,58
"OW",0,90,"no","sagebrush","Rau et al. 2011",90,"RAU2011","orgsoilC_g_m2",3858.29,1329,2011,"1349",NA,1950,41.54942075,-116.878692,1950,1950,NA,1950,61
"GB",0,90,"no","sagebrush","Rau et al. 2011",90,"RAU2011","orgsoilC_g_m2",1750.645,1344,2011,"1350",NA,1950,42.72237553,-119.4231421,1950,1950,NA,1950,61
"RC",0,90,"no","sagecheat","Rau et al. 2011",90,"RAU2011","orgsoilC_g_m2",5115.166,1354,2011,"1351",NA,1950,42.72360542,-119.4958217,1950,1950,NA,1950,61
"RC",0,90,"no","sagecheat","Rau et al. 2011",90,"RAU2011","orgsoilC_g_m2",1629.55,1349,2011,"1352",NA,1950,42.72243147,-119.4943213,1950,1950,NA,1950,61
"GB",0,90,"no","sagecheat","Rau et al. 2011",90,"RAU2011","orgsoilC_g_m2",1845.035,1334,2011,"1353",NA,1950,42.7201419,-119.4269876,1950,1950,NA,1950,61
"RC",0,90,"no","sagecheat","Rau et al. 2011",90,"RAU2011","orgsoilC_g_m2",4013.888,1359,2011,"1354",NA,1950,42.72398644,-119.4853458,1950,1950,NA,1950,61
"GB",0,90,"no","sagecheat","Rau et al. 2011",90,"RAU2011","orgsoilC_g_m2",1708.942,1339,2011,"1355",NA,1950,42.72104923,-119.4296365,1950,1950,NA,1950,61
"RO",0,90,"no","sagecheat","Rau et al. 2011",90,"RAU2011","orgsoilC_g_m2",884.841,1369,2011,"1356",NA,1950,43.75857212,-112.2802924,1950,1950,NA,1950,61
"RO",0,90,"no","sagecheat","Rau et al. 2011",90,"RAU2011","orgsoilC_g_m2",300.327,1364,2011,"1357",NA,1950,43.75699849,-112.2825196,1950,1950,NA,1950,61
"ON",0,90,"no","sagecheat","Rau et al. 2011",90,"RAU2011","orgsoilC_g_m2",4000.836,1314,2011,"1358",NA,1950,40.20733279,-112.4609906,1950,1950,NA,1950,61
"SD",0,90,"no","sagecheat","Rau et al. 2011",90,"RAU2011","orgsoilC_g_m2",2006.715,1384,2011,"1359",NA,1950,46.75070968,-119.3649477,1950,1950,NA,1950,61
"SD",0,90,"no","sagecheat","Rau et al. 2011",90,"RAU2011","orgsoilC_g_m2",1882.229,1379,2011,"1360",NA,1950,46.75059935,-119.3576499,1950,1950,NA,1950,61
"ON",0,90,"no","sagecheat","Rau et al. 2011",90,"RAU2011","orgsoilC_g_m2",2655.61,1304,2011,"1361",NA,1950,40.20672165,-112.4580165,1950,1950,NA,1950,61
"ON",0,90,"no","sagecheat","Rau et al. 2011",90,"RAU2011","orgsoilC_g_m2",4096.778,1309,2011,"1362",NA,1950,40.20714347,-112.4581431,1950,1950,NA,1950,61
"MO",0,90,"no","sagecheat","Rau et al. 2011",90,"RAU2011","orgsoilC_g_m2",3154.915,1389,2011,"1363",NA,1950,47.61750084,-119.6812963,1950,1950,NA,1950,61
"OW",0,90,"no","sagecheat","Rau et al. 2011",90,"RAU2011","orgsoilC_g_m2",2933.278,1324,2011,"1364",NA,1950,41.54882116,-116.8739449,1950,1950,NA,1950,61
"OW",0,90,"no","sagecheat","Rau et al. 2011",90,"RAU2011","orgsoilC_g_m2",2734.414,1319,2011,"1365",NA,1950,41.54733837,-116.8771132,1950,1950,NA,1950,61
"SD",0,90,"no","sagecheat","Rau et al. 2011",90,"RAU2011","orgsoilC_g_m2",1995.268,1374,2011,"1366",NA,1950,46.74932533,-119.3605141,1950,1950,NA,1950,61
NA,0,10,"yes","sagebrush","Norton et al. 2012",10,"NORT2012","orgsoilC_g_m2",1706.1332328,1232,1999,"1367",NA,1950,40.33333333,-112.56666667,1950,1950,NA,1950,49
NA,0,10,"yes","sagebrush","Norton et al. 2012",10,"NORT2012","orgsoilC_g_m2",1873.1596464,1232,1999,"1368",NA,1950,40.33333333,-112.56666667,1950,1950,NA,1950,49
NA,0,10,"yes","sagebrush","Norton et al. 2012",10,"NORT2012","orgsoilC_g_m2",1201.4028648,1232,1999,"1369",NA,1950,40.33333333,-112.56666667,1950,1950,NA,1950,49
NA,0,10,"yes","sagebrush","Norton et al. 2012",10,"NORT2012","orgsoilC_g_m2",1238.0924556,1232,1999,"1370",NA,1950,40.33333333,-112.56666667,1950,1950,NA,1950,49
