"","site","yr_samp","AGBC_g_m2","BGBC_g_m2","litterC_g_m2","orgsoilperC","totsoilperC","BD_g_cm3","orgsoilC_g_m2","totsoilC_g_m2","topdepth_cm","bottomdepth_cm","BD_estimated","veg","study","lat","long","thick","study_year"
"166","Simpson Springs","2006",NA,NA,NA,0.872,NA,1.35,1177.2,NA,10,20,"yes","sagecheat","Blank and Norton 2006",40.08,-112.737,10,"2006"
"167","Simpson Springs","2006",NA,NA,NA,0.417,NA,1.35,562.95,NA,10,20,"yes","sagecheat","Blank and Norton 2006",40.08,-112.737,10,"2006"
"168","Simpson Springs","2006",NA,NA,NA,0.654,NA,1.35,882.9,NA,10,20,"yes","sagecheat","Blank and Norton 2006",40.08,-112.737,10,"2006"
"169","Simpson Springs","2006",NA,NA,NA,0.528,NA,1.35,712.8,NA,10,20,"yes","sagecheat","Blank and Norton 2006",40.08,-112.737,10,"2006"
"170","Simpson Springs","2006",NA,NA,NA,0.583,NA,1.35,787.05,NA,10,20,"yes","sagecheat","Blank and Norton 2006",40.08,-112.737,10,"2006"
"171","Simpson Springs","2006",NA,NA,NA,0.959,NA,1.422,1363.698,NA,0,10,"yes","sagecheat","Blank and Norton 2006",40.08,-112.737,10,"2006"
"172","Simpson Springs","2006",NA,NA,NA,0.591,NA,1.422,840.402,NA,0,10,"yes","sagecheat","Blank and Norton 2006",40.08,-112.737,10,"2006"
"173","Simpson Springs","2006",NA,NA,NA,0.852,NA,1.422,1211.544,NA,0,10,"yes","sagecheat","Blank and Norton 2006",40.08,-112.737,10,"2006"
"174","Simpson Springs","2006",NA,NA,NA,1.1,NA,1.422,1564.2,NA,0,10,"yes","sagecheat","Blank and Norton 2006",40.08,-112.737,10,"2006"
"175","Simpson Springs","2006",NA,NA,NA,1.41,NA,1.422,2005.02,NA,0,10,"yes","sagecheat","Blank and Norton 2006",40.08,-112.737,10,"2006"
"176","Simpson Springs","2006",NA,NA,NA,0.596,NA,1.35,804.6,NA,10,20,"yes","sagecheat","Blank and Norton 2006",40.08,-112.737,10,"2006"
"177","Simpson Springs","2006",NA,NA,NA,0.492,NA,1.35,664.2,NA,10,20,"yes","sagecheat","Blank and Norton 2006",40.08,-112.737,10,"2006"
"178","Simpson Springs","2006",NA,NA,NA,0.616,NA,1.35,831.6,NA,10,20,"yes","sagecheat","Blank and Norton 2006",40.08,-112.737,10,"2006"
"179","Simpson Springs","2006",NA,NA,NA,1.17,NA,1.35,1579.5,NA,10,20,"yes","sagecheat","Blank and Norton 2006",40.08,-112.737,10,"2006"
"180","Simpson Springs","2006",NA,NA,NA,0.722,NA,1.35,974.7,NA,10,20,"yes","sagecheat","Blank and Norton 2006",40.08,-112.737,10,"2006"
"181","Simpson Springs","2006",NA,NA,NA,0.39,NA,1.422,554.58,NA,0,10,"yes","sagebrush","Blank and Norton 2006",40.08,-112.737,10,"2006"
"182","Simpson Springs","2006",NA,NA,NA,0.698,NA,1.422,992.556,NA,0,10,"yes","sagebrush","Blank and Norton 2006",40.08,-112.737,10,"2006"
"183","Simpson Springs","2006",NA,NA,NA,1.27,NA,1.422,1805.94,NA,0,10,"yes","sagebrush","Blank and Norton 2006",40.08,-112.737,10,"2006"
"184","Simpson Springs","2006",NA,NA,NA,1.77,NA,1.422,2516.94,NA,0,10,"yes","sagebrush","Blank and Norton 2006",40.08,-112.737,10,"2006"
"185","Simpson Springs","2006",NA,NA,NA,1.32,NA,1.422,1877.04,NA,0,10,"yes","sagebrush","Blank and Norton 2006",40.08,-112.737,10,"2006"
"186","Simpson Springs","2006",NA,NA,NA,0.649,NA,1.35,876.15,NA,10,20,"yes","sagebrush","Blank and Norton 2006",40.08,-112.737,10,"2006"
"187","Simpson Springs","2006",NA,NA,NA,0.668,NA,1.35,901.8,NA,10,20,"yes","sagebrush","Blank and Norton 2006",40.08,-112.737,10,"2006"
"188","Simpson Springs","2006",NA,NA,NA,0.803,NA,1.35,1084.05,NA,10,20,"yes","sagebrush","Blank and Norton 2006",40.08,-112.737,10,"2006"
"189","Simpson Springs","2006",NA,NA,NA,1.2,NA,1.35,1620,NA,10,20,"yes","sagebrush","Blank and Norton 2006",40.08,-112.737,10,"2006"
"190","Simpson Springs","2006",NA,NA,NA,1.88,NA,1.35,2538,NA,10,20,"yes","sagebrush","Blank and Norton 2006",40.08,-112.737,10,"2006"
"191","Izengood","2006",NA,NA,NA,0.484,NA,1.422,688.248,NA,0,10,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"2006"
"192","Izengood","2006",NA,NA,NA,0.594,NA,1.422,844.668,NA,0,10,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"2006"
"193","Izengood","2006",NA,NA,NA,0.619,NA,1.422,880.218,NA,0,10,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"2006"
"194","Izengood","2006",NA,NA,NA,1.14,NA,1.422,1621.08,NA,0,10,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"2006"
"195","Izengood","2006",NA,NA,NA,0.773,NA,1.422,1099.206,NA,0,10,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"2006"
"196","Izengood","2006",NA,NA,NA,0.343,NA,1.35,463.05,NA,10,20,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"2006"
"197","Izengood","2006",NA,NA,NA,0.282,NA,1.35,380.7,NA,10,20,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"2006"
"198","Izengood","2006",NA,NA,NA,0.399,NA,1.35,538.65,NA,10,20,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"2006"
"199","Izengood","2006",NA,NA,NA,0.439,NA,1.35,592.65,NA,10,20,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"2006"
"200","Izengood","2006",NA,NA,NA,0.606,NA,1.35,818.1,NA,10,20,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"2006"
"201","Izengood","2006",NA,NA,NA,0.352,NA,1.422,500.544,NA,0,10,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"2006"
"202","Izengood","2006",NA,NA,NA,0.756,NA,1.422,1075.032,NA,0,10,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"2006"
"203","Izengood","2006",NA,NA,NA,1.05,NA,1.422,1493.1,NA,0,10,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"2006"
"204","Izengood","2006",NA,NA,NA,0.539,NA,1.422,766.458,NA,0,10,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"2006"
"205","Izengood","2006",NA,NA,NA,0.576,NA,1.422,819.072,NA,0,10,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"2006"
"206","Izengood","2006",NA,NA,NA,0.282,NA,1.35,380.7,NA,10,20,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"2006"
"207","Izengood","2006",NA,NA,NA,0.278,NA,1.35,375.3,NA,10,20,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"2006"
"208","Izengood","2006",NA,NA,NA,0.54,NA,1.35,729,NA,10,20,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"2006"
"209","Izengood","2006",NA,NA,NA,0.36,NA,1.35,486,NA,10,20,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"2006"
"210","Izengood","2006",NA,NA,NA,0.264,NA,1.35,356.4,NA,10,20,"yes","sagecheat","Blank and Norton 2006",40.971,-116.976,10,"2006"
"211","Izengood","2006",NA,NA,NA,0.622,NA,1.422,884.484,NA,0,10,"yes","sagebrush","Blank and Norton 2006",40.971,-116.976,10,"2006"
"212","Izengood","2006",NA,NA,NA,0.579,NA,1.422,823.338,NA,0,10,"yes","sagebrush","Blank and Norton 2006",40.971,-116.976,10,"2006"
"213","Izengood","2006",NA,NA,NA,0.832,NA,1.422,1183.104,NA,0,10,"yes","sagebrush","Blank and Norton 2006",40.971,-116.976,10,"2006"
"214","Izengood","2006",NA,NA,NA,0.626,NA,1.422,890.172,NA,0,10,"yes","sagebrush","Blank and Norton 2006",40.971,-116.976,10,"2006"
"215","Izengood","2006",NA,NA,NA,0.743,NA,1.422,1056.546,NA,0,10,"yes","sagebrush","Blank and Norton 2006",40.971,-116.976,10,"2006"
"216","Izengood","2006",NA,NA,NA,0.421,NA,1.35,568.35,NA,10,20,"yes","sagebrush","Blank and Norton 2006",40.971,-116.976,10,"2006"
"217","Izengood","2006",NA,NA,NA,0.378,NA,1.35,510.3,NA,10,20,"yes","sagebrush","Blank and Norton 2006",40.971,-116.976,10,"2006"
"218","Izengood","2006",NA,NA,NA,0.42,NA,1.35,567,NA,10,20,"yes","sagebrush","Blank and Norton 2006",40.971,-116.976,10,"2006"
"219","Izengood","2006",NA,NA,NA,0.308,NA,1.35,415.8,NA,10,20,"yes","sagebrush","Blank and Norton 2006",40.971,-116.976,10,"2006"
"220","Izengood","2006",NA,NA,NA,0.321,NA,1.35,433.35,NA,10,20,"yes","sagebrush","Blank and Norton 2006",40.971,-116.976,10,"2006"
"221","Eden Valley","2006",NA,NA,NA,1.32,NA,1.422,1877.04,NA,0,10,"yes","sagecheat","Blank and Norton 2006",41.202,-117.415,10,"2006"
"222","Eden Valley","2006",NA,NA,NA,0.998,NA,1.422,1419.156,NA,0,10,"yes","sagecheat","Blank and Norton 2006",41.202,-117.415,10,"2006"
"223","Eden Valley","2006",NA,NA,NA,1.31,NA,1.422,1862.82,NA,0,10,"yes","sagecheat","Blank and Norton 2006",41.202,-117.415,10,"2006"
"224","Eden Valley","2006",NA,NA,NA,0.882,NA,1.422,1254.204,NA,0,10,"yes","sagecheat","Blank and Norton 2006",41.202,-117.415,10,"2006"
"225","Eden Valley","2006",NA,NA,NA,1.57,NA,1.422,2232.54,NA,0,10,"yes","sagecheat","Blank and Norton 2006",41.202,-117.415,10,"2006"
"226","Eden Valley","2006",NA,NA,NA,0.973,NA,1.35,1313.55,NA,10,20,"yes","sagecheat","Blank and Norton 2006",41.202,-117.415,10,"2006"
"227","Eden Valley","2006",NA,NA,NA,0.736,NA,1.35,993.6,NA,10,20,"yes","sagecheat","Blank and Norton 2006",41.202,-117.415,10,"2006"
"228","Eden Valley","2006",NA,NA,NA,1.15,NA,1.35,1552.5,NA,10,20,"yes","sagecheat","Blank and Norton 2006",41.202,-117.415,10,"2006"
"229","Eden Valley","2006",NA,NA,NA,0.499,NA,1.35,673.65,NA,10,20,"yes","sagecheat","Blank and Norton 2006",41.202,-117.415,10,"2006"
"230","Eden Valley","2006",NA,NA,NA,0.453,NA,1.35,611.55,NA,10,20,"yes","sagecheat","Blank and Norton 2006",41.202,-117.415,10,"2006"
"231","Eden Valley","2006",NA,NA,NA,1.86,NA,1.422,2644.92,NA,0,10,"yes","sagecheat","Blank and Norton 2006",41.202,-117.415,10,"2006"
"232","Eden Valley","2006",NA,NA,NA,3.5,NA,1.422,4977,NA,0,10,"yes","sagecheat","Blank and Norton 2006",41.202,-117.415,10,"2006"
"233","Eden Valley","2006",NA,NA,NA,2.93,NA,1.422,4166.46,NA,0,10,"yes","sagecheat","Blank and Norton 2006",41.202,-117.415,10,"2006"
"234","Eden Valley","2006",NA,NA,NA,1.53,NA,1.422,2175.66,NA,0,10,"yes","sagecheat","Blank and Norton 2006",41.202,-117.415,10,"2006"
"235","Eden Valley","2006",NA,NA,NA,0.809,NA,1.422,1150.398,NA,0,10,"yes","sagecheat","Blank and Norton 2006",41.202,-117.415,10,"2006"
"236","Eden Valley","2006",NA,NA,NA,1.05,NA,1.35,1417.5,NA,10,20,"yes","sagecheat","Blank and Norton 2006",41.202,-117.415,10,"2006"
"237","Eden Valley","2006",NA,NA,NA,0.541,NA,1.35,730.35,NA,10,20,"yes","sagecheat","Blank and Norton 2006",41.202,-117.415,10,"2006"
"238","Eden Valley","2006",NA,NA,NA,2.43,NA,1.35,3280.5,NA,10,20,"yes","sagecheat","Blank and Norton 2006",41.202,-117.415,10,"2006"
"239","Eden Valley","2006",NA,NA,NA,0.731,NA,1.35,986.85,NA,10,20,"yes","sagecheat","Blank and Norton 2006",41.202,-117.415,10,"2006"
"240","Eden Valley","2006",NA,NA,NA,0.705,NA,1.35,951.75,NA,10,20,"yes","sagecheat","Blank and Norton 2006",41.202,-117.415,10,"2006"
"241","Eden Valley","2006",NA,NA,NA,1.15,NA,1.422,1635.3,NA,0,10,"yes","sagebrush","Blank and Norton 2006",41.202,-117.415,10,"2006"
"242","Eden Valley","2006",NA,NA,NA,2.09,NA,1.422,2971.98,NA,0,10,"yes","sagebrush","Blank and Norton 2006",41.202,-117.415,10,"2006"
"243","Eden Valley","2006",NA,NA,NA,1.43,NA,1.422,2033.46,NA,0,10,"yes","sagebrush","Blank and Norton 2006",41.202,-117.415,10,"2006"
"244","Eden Valley","2006",NA,NA,NA,3.12,NA,1.422,4436.64,NA,0,10,"yes","sagebrush","Blank and Norton 2006",41.202,-117.415,10,"2006"
"245","Eden Valley","2006",NA,NA,NA,0.468,NA,1.422,665.496,NA,0,10,"yes","sagebrush","Blank and Norton 2006",41.202,-117.415,10,"2006"
"246","Eden Valley","2006",NA,NA,NA,0.702,NA,1.35,947.7,NA,10,20,"yes","sagebrush","Blank and Norton 2006",41.202,-117.415,10,"2006"
"247","Eden Valley","2006",NA,NA,NA,0.637,NA,1.35,859.95,NA,10,20,"yes","sagebrush","Blank and Norton 2006",41.202,-117.415,10,"2006"
"248","Eden Valley","2006",NA,NA,NA,1.1,NA,1.35,1485,NA,10,20,"yes","sagebrush","Blank and Norton 2006",41.202,-117.415,10,"2006"
"249","Eden Valley","2006",NA,NA,NA,0.416,NA,1.35,561.6,NA,10,20,"yes","sagebrush","Blank and Norton 2006",41.202,-117.415,10,"2006"
"250","Eden Valley","2006",NA,NA,NA,1.14,NA,1.35,1539,NA,10,20,"yes","sagebrush","Blank and Norton 2006",41.202,-117.415,10,"2006"
"251","CC","2001",NA,NA,NA,1.695062257,NA,1.344721483,1139.693316,NA,0,5,"no","sagecheat","Norton et al. 2004",41.965259,-113.157085,5,"2004"
"252","CC","2001",NA,NA,NA,1.177868263,NA,1.30844052,1078.819394,NA,5,12,"no","sagecheat","Norton et al. 2004",41.965259,-113.157085,7,"2004"
"253","CC","2001",NA,NA,NA,0.088784946,NA,1.27324968,226.0908088,NA,12,32,"no","sagecheat","Norton et al. 2004",41.965259,-113.157085,20,"2004"
"254","CC","2001",NA,NA,NA,0.571222144,NA,1.285525539,514.024458,NA,32,39,"yes","sagecheat","Norton et al. 2004",41.965259,-113.157085,7,"2004"
"255","CC","2001",NA,NA,NA,0.539024293,NA,1.297801397,279.8185922,NA,39,43,"no","sagecheat","Norton et al. 2004",41.965259,-113.157085,4,"2004"
"256","CC","2001",NA,NA,NA,0.497276503,NA,1.442833546,358.7436101,NA,43,48,"no","sagecheat","Norton et al. 2004",41.965259,-113.157085,5,"2004"
"257","CC","2001",NA,NA,NA,0.539024293,NA,1.297801397,349.7732403,NA,48,53,"no","sagecheat","Norton et al. 2004",41.965259,-113.157085,5,"2004"
"258","CC","2001",NA,NA,NA,0.497276503,NA,1.442833546,2726.451437,NA,53,91,"no","sagecheat","Norton et al. 2004",41.965259,-113.157085,38,"2004"
"259","CC","2001",NA,NA,NA,1.261371634,NA,1.635224519,3506.4639,NA,91,108,"no","sagecheat","Norton et al. 2004",41.965259,-113.157085,17,"2004"
"260","CC","2001",NA,NA,NA,1.271926792,NA,1.701388579,5193.70012,NA,108,132,"no","sagecheat","Norton et al. 2004",41.965259,-113.157085,24,"2004"
"261","CC","2001",NA,NA,NA,0.169587815,NA,1.701388579,519.3625887,NA,132,150,"yes","sagecheat","Norton et al. 2004",41.965259,-113.157085,18,"2004"
"262","CC","2001",NA,NA,NA,1.522186817,NA,1.412525652,1720.102341,NA,0,8,"no","sagecheat","Norton et al. 2004",41.965259,-113.157085,8,"2004"
"263","CC","2001",NA,NA,NA,0.659940622,NA,1.328938809,877.0207045,NA,8,18,"no","sagecheat","Norton et al. 2004",41.965259,-113.157085,10,"2004"
"264","CC","2001",NA,NA,NA,0.47084261,NA,1.521344334,1074.470606,NA,18,33,"no","sagecheat","Norton et al. 2004",41.965259,-113.157085,15,"2004"
"265","CC","2001",NA,NA,NA,0.268275261,NA,1.559907442,711.4237805,NA,33,50,"no","sagecheat","Norton et al. 2004",41.965259,-113.157085,17,"2004"
"266","CC","2001",NA,NA,NA,0.753698078,NA,1.680082768,2785.805335,NA,50,72,"no","sagecheat","Norton et al. 2004",41.965259,-113.157085,22,"2004"
"267","CC","2001",NA,NA,NA,1.101298913,NA,1.680082768,2960.437322,NA,72,88,"yes","sagecheat","Norton et al. 2004",41.965259,-113.157085,16,"2004"
"268","CC","2001",NA,NA,NA,0.498766764,NA,1.680082768,2513.908335,NA,88,118,"yes","sagecheat","Norton et al. 2004",41.965259,-113.157085,30,"2004"
"269","CC","2001",NA,NA,NA,0.514725352,NA,1.680082768,2767.299821,NA,118,150,"yes","sagecheat","Norton et al. 2004",41.965259,-113.157085,32,"2004"
"270","CK","2001",NA,NA,NA,2.269421004,NA,1.273351804,1444.885665,NA,0,5,"no","sagecheat","Norton et al. 2004",42.162137,-113.432503,5,"2004"
"271","CK","2001",NA,NA,NA,1.472842105,NA,1.219424574,2694.029786,NA,5,20,"no","sagecheat","Norton et al. 2004",42.162137,-113.432503,15,"2004"
"272","CK","2001",NA,NA,NA,0.163493548,NA,1.34404247,373.5618635,NA,20,37,"no","sagecheat","Norton et al. 2004",42.162137,-113.432503,17,"2004"
"273","CK","2001",NA,NA,NA,0.666288858,NA,1.450541419,1304.747441,NA,37,50.5,"no","sagecheat","Norton et al. 2004",42.162137,-113.432503,13.5,"2004"
"274","CK","2001",NA,NA,NA,0.225785475,NA,1.450541419,507.6423348,NA,50.5,66,"yes","sagecheat","Norton et al. 2004",42.162137,-113.432503,15.5,"2004"
"275","CK","2001",NA,NA,NA,0.145761006,NA,1.450541419,856.3011257,NA,66,106.5,"yes","sagecheat","Norton et al. 2004",42.162137,-113.432503,40.5,"2004"
"276","CK","2001",NA,NA,NA,0.068345544,NA,1.450541419,133.8363576,NA,106.5,120,"yes","sagecheat","Norton et al. 2004",42.162137,-113.432503,13.5,"2004"
"277","CK","2001",NA,NA,NA,1.59047541,NA,1.2,1335.999344,NA,0,7,"no","sagecheat","Norton et al. 2004",42.162137,-113.432503,7,"2004"
"278","CK","2001",NA,NA,NA,0.941258005,NA,1.229125193,1966.770678,NA,7,24,"no","sagecheat","Norton et al. 2004",42.162137,-113.432503,17,"2004"
"279","CK","2001",NA,NA,NA,1.106864256,NA,1.337687911,1776.766722,NA,24,36,"no","sagecheat","Norton et al. 2004",42.162137,-113.432503,12,"2004"
"280","CK","2001",NA,NA,NA,0.442035321,NA,1.46204436,1551.060593,NA,36,60,"no","sagecheat","Norton et al. 2004",42.162137,-113.432503,24,"2004"
"281","CK","2001",NA,NA,NA,0.302416313,NA,1.280434828,1122.9507,NA,60,89,"no","sagecheat","Norton et al. 2004",42.162137,-113.432503,29,"2004"
"282","CK","2001",NA,NA,NA,0.141526066,NA,1.280434828,380.5512992,NA,89,110,"yes","sagecheat","Norton et al. 2004",42.162137,-113.432503,21,"2004"
"283","FM","2001",NA,NA,NA,3.764470588,NA,1.066397485,2810.095378,NA,0,7,"no","sagecheat","Norton et al. 2004",39.421849,-111.55894,7,"2004"
"284","FM","2001",NA,NA,NA,1.69937196,NA,1.22302832,3325.408052,NA,7,23,"no","sagecheat","Norton et al. 2004",39.421849,-111.55894,16,"2004"
"285","FM","2001",NA,NA,NA,1.844132601,NA,1.306976794,2892.286217,NA,23,35,"no","sagecheat","Norton et al. 2004",39.421849,-111.55894,12,"2004"
"286","FM","2001",NA,NA,NA,0.66078125,NA,1.298800593,9869.56541,NA,35,150,"no","sagecheat","Norton et al. 2004",39.421849,-111.55894,115,"2004"
"287","FM","2001",NA,NA,NA,0.417945135,NA,1.272959095,266.0135302,NA,150,155,"no","sagecheat","Norton et al. 2004",39.421849,-111.55894,5,"2004"
"288","FM","2001",NA,NA,NA,2.742257531,NA,1.461282475,3606.491586,NA,0,9,"no","sagecheat","Norton et al. 2004",39.421849,-111.55894,9,"2004"
"289","FM","2001",NA,NA,NA,1.991730791,NA,1.464277376,4374.669506,NA,9,24,"no","sagecheat","Norton et al. 2004",39.421849,-111.55894,15,"2004"
"290","FM","2001",NA,NA,NA,1.584362063,NA,1.341079893,2974.658547,NA,24,38,"no","sagecheat","Norton et al. 2004",39.421849,-111.55894,14,"2004"
"291","FM","2001",NA,NA,NA,1.719287791,NA,1.516359893,8864.000777,NA,38,72,"no","sagecheat","Norton et al. 2004",39.421849,-111.55894,34,"2004"
"292","FM","2001",NA,NA,NA,1.661073363,NA,1.347741827,6939.963956,NA,72,103,"no","sagecheat","Norton et al. 2004",39.421849,-111.55894,31,"2004"
"293","FM","2001",NA,NA,NA,1.438045549,NA,1.333828502,10933.205,NA,103,160,"no","sagecheat","Norton et al. 2004",39.421849,-111.55894,57,"2004"
"294","HB","2001",NA,NA,NA,0.743535788,NA,1.558570432,695.3117363,NA,0,6,"no","sagecheat","Norton et al. 2004",42.5026882,-113.3938899,6,"2004"
"295","HB","2001",NA,NA,NA,0.215750284,NA,1.511906954,277.2652015,NA,6,14.5,"no","sagecheat","Norton et al. 2004",42.5026882,-113.3938899,8.5,"2004"
"296","HB","2001",NA,NA,NA,0.713252199,NA,1.278248867,1686.67056,NA,14.5,33,"no","sagecheat","Norton et al. 2004",42.5026882,-113.3938899,18.5,"2004"
"297","HB","2001",NA,NA,NA,0.125511278,NA,1.275453682,352.1844083,NA,33,55,"no","sagecheat","Norton et al. 2004",42.5026882,-113.3938899,22,"2004"
"298","HB","2001",NA,NA,NA,0.310159243,NA,1.302641353,646.4420092,NA,55,71,"no","sagecheat","Norton et al. 2004",42.5026882,-113.3938899,16,"2004"
"299","HB","2001",NA,NA,NA,0.208353081,NA,1.302641353,759.9461488,NA,71,99,"yes","sagecheat","Norton et al. 2004",42.5026882,-113.3938899,28,"2004"
"300","HB","2001",NA,NA,NA,1.427783662,NA,1.838415918,1574.916127,NA,0,6,"no","sagecheat","Norton et al. 2004",42.5026882,-113.3938899,6,"2004"
"301","HB","2001",NA,NA,NA,0.34250047,NA,1.468685332,955.7482924,NA,6,25,"no","sagecheat","Norton et al. 2004",42.5026882,-113.3938899,19,"2004"
"302","HB","2001",NA,NA,NA,0.456452492,NA,1.68807721,770.5270494,NA,25,35,"no","sagecheat","Norton et al. 2004",42.5026882,-113.3938899,10,"2004"
"303","HB","2001",NA,NA,NA,0.539835919,NA,1.152667381,2489.005017,NA,35,75,"no","sagecheat","Norton et al. 2004",42.5026882,-113.3938899,40,"2004"
"304","HU","2001",NA,NA,NA,2.047037665,NA,1.379837642,1694.747775,NA,0,6,"no","sagecheat","Norton et al. 2004",41.462043,-113.157667,6,"2004"
"305","HU","2001",NA,NA,NA,0.842617021,NA,1.307885368,220.4092946,NA,6,8,"no","sagecheat","Norton et al. 2004",41.462043,-113.157667,2,"2004"
"306","HU","2001",NA,NA,NA,0.039329868,NA,1.402256092,104.7860398,NA,8,27,"no","sagecheat","Norton et al. 2004",41.462043,-113.157667,19,"2004"
"307","HU","2001",NA,NA,NA,0.039329868,NA,1.402256092,93.75593035,NA,27,44,"no","sagecheat","Norton et al. 2004",41.462043,-113.157667,17,"2004"
"308","HU","2001",NA,NA,NA,0.77874173,NA,1.41310802,990.401565,NA,44,53,"no","sagecheat","Norton et al. 2004",41.462043,-113.157667,9,"2004"
"309","HU","2001",NA,NA,NA,0.13809589,NA,1.443374326,239.1888753,NA,53,65,"yes","sagecheat","Norton et al. 2004",41.462043,-113.157667,12,"2004"
"310","HU","2001",NA,NA,NA,0.729322335,NA,1.473640633,3116.801177,NA,65,94,"no","sagecheat","Norton et al. 2004",41.462043,-113.157667,29,"2004"
"311","HU","2001",NA,NA,NA,0.243407317,NA,1.592255771,2170.373546,NA,94,150,"no","sagecheat","Norton et al. 2004",41.462043,-113.157667,56,"2004"
"312","HU","2001",NA,NA,NA,2.906192562,NA,1.439959263,2092.399449,NA,0,5,"no","sagecheat","Norton et al. 2004",41.462043,-113.157667,5,"2004"
"313","HU","2001",NA,NA,NA,0.264677532,NA,1.406176661,1042.113431,NA,5,33,"no","sagecheat","Norton et al. 2004",41.462043,-113.157667,28,"2004"
"314","HU","2001",NA,NA,NA,0.670300856,NA,1.415058318,2086.732564,NA,33,55,"no","sagecheat","Norton et al. 2004",41.462043,-113.157667,22,"2004"
"315","HU","2001",NA,NA,NA,0.494768061,NA,1.799577489,1780.746929,NA,55,75,"no","sagecheat","Norton et al. 2004",41.462043,-113.157667,20,"2004"
"316","HU","2001",NA,NA,NA,0.621870125,NA,1.7238457,2036.815468,NA,75,94,"no","sagecheat","Norton et al. 2004",41.462043,-113.157667,19,"2004"
"317","HU","2001",NA,NA,NA,0.913719281,NA,1.741381281,2545.813844,NA,94,110,"no","sagecheat","Norton et al. 2004",41.462043,-113.157667,16,"2004"
"318","JC","2001",NA,NA,NA,2.781090909,NA,1.147207328,1595.243935,NA,0,5,"no","sagecheat","Norton et al. 2004",41.892425,-112.2155141,5,"2004"
"319","JC","2001",NA,NA,NA,1.512811634,NA,1.277810179,2899.629159,NA,5,20,"no","sagecheat","Norton et al. 2004",41.892425,-112.2155141,15,"2004"
"320","JC","2001",NA,NA,NA,1.617814509,NA,1.188934588,1923.475626,NA,20,30,"no","sagecheat","Norton et al. 2004",41.892425,-112.2155141,10,"2004"
"321","JC","2001",NA,NA,NA,0.21,NA,1.188934588,249.6762634,NA,30,40,"yes","sagecheat","Norton et al. 2004",41.892425,-112.2155141,10,"2004"
"322","JC","2001",NA,NA,NA,2.647709236,NA,1.345096188,1780.7118,NA,0,5,"no","sagecheat","Norton et al. 2004",41.892425,-112.2155141,5,"2004"
"323","JC","2001",NA,NA,NA,1.695991498,NA,1.289367771,3280.135166,NA,5,20,"no","sagecheat","Norton et al. 2004",41.892425,-112.2155141,15,"2004"
"324","JC","2001",NA,NA,NA,0.24,NA,1.289367771,618.89653,NA,20,40,"yes","sagecheat","Norton et al. 2004",41.892425,-112.2155141,20,"2004"
"325",NA,"2008-2009",NA,NA,NA,1.373,NA,1.36,1867.28,NA,0,10,"no","cheatgrass","Stark et al. 2015",39.90333333,-108.40083333,10,"2015"
"326",NA,"2008-2009",NA,NA,NA,1.104,NA,1.35,1490.4,NA,10,20,"no","cheatgrass","Stark et al. 2015",39.90333333,-108.40083333,10,"2015"
"327",NA,"2008-2009",NA,NA,NA,0.698,NA,1.455,2031.18,NA,20,40,"no","cheatgrass","Stark et al. 2015",39.90333333,-108.40083333,20,"2015"
"328",NA,"2008-2009",NA,NA,NA,0.536,NA,1.57,1683.04,NA,40,60,"no","cheatgrass","Stark et al. 2015",39.90333333,-108.40083333,20,"2015"
"329",NA,"2008-2009",NA,NA,NA,1.254,NA,1.36,1705.44,NA,0,10,"no","cheatgrass","Stark et al. 2015",39.90333333,-108.40083333,10,"2015"
"330",NA,"2008-2009",NA,NA,NA,0.848,NA,1.35,1144.8,NA,10,20,"no","cheatgrass","Stark et al. 2015",39.90333333,-108.40083333,10,"2015"
"331",NA,"2008-2009",NA,NA,NA,0.727,NA,1.455,2115.57,NA,20,40,"no","cheatgrass","Stark et al. 2015",39.90333333,-108.40083333,20,"2015"
"332",NA,"2008-2009",NA,NA,NA,0.541,NA,1.57,1698.74,NA,40,60,"no","cheatgrass","Stark et al. 2015",39.90333333,-108.40083333,20,"2015"
"333",NA,"2008-2009",NA,NA,NA,0.732,NA,1.36,995.52,NA,0,10,"no","cheatgrass","Stark et al. 2015",39.90333333,-108.40083333,10,"2015"
